index,date,open,high,low,close,volume
60,2021-03-29 05:34:00,26.4256,26.4323,26.3772,26.3774,460.0
61,2021-03-29 05:35:00,26.3773,26.3812,26.3615,26.3663,207.16
62,2021-03-29 05:36:00,26.3683,26.383,26.3683,26.383,573.84777478
63,2021-03-29 05:37:00,26.383,26.3918,26.3818,26.3823,202.86
64,2021-03-29 05:38:00,26.382,26.3905,26.382,26.3905,20.74924234
65,2021-03-29 05:39:00,26.3915,26.398,26.3915,26.398,957.53
66,2021-03-29 05:40:00,26.398,26.4436,26.398,26.4436,398.46
67,2021-03-29 05:41:00,26.4404,26.4404,26.4232,26.428,174.74495056
68,2021-03-29 05:42:00,26.4212,26.4278,26.421,26.4278,42.98
69,2021-03-29 05:43:00,26.4254,26.4254,26.3961,26.3961,70.99695837
70,2021-03-29 05:44:00,26.3937,26.4061,26.3937,26.4061,189.66539459
71,2021-03-29 05:45:00,26.3953,26.4045,26.3941,26.4045,95.33
72,2021-03-29 05:46:00,26.4399,26.4411,26.4399,26.4411,40.68
73,2021-03-29 05:47:00,26.4436,26.4721,26.4436,26.4714,276.53
74,2021-03-29 05:48:00,26.4718,26.4772,26.4718,26.4766,26.77
75,2021-03-29 05:49:00,26.4772,26.478,26.4659,26.4659,62.9867771
76,2021-03-29 05:50:00,26.4659,26.4719,26.4564,26.4698,89.96
77,2021-03-29 05:51:00,26.4641,26.4641,26.4626,26.4626,21.0
78,2021-03-29 05:52:00,26.4626,26.4663,26.4566,26.4663,35.57
79,2021-03-29 05:53:00,26.4704,26.4791,26.47,26.4747,87.09
80,2021-03-29 05:54:00,26.4766,26.4766,26.4506,26.469,1254.88
81,2021-03-29 05:55:00,26.4675,26.472,26.4467,26.4528,173.48
82,2021-03-29 05:56:00,26.4569,26.4605,26.456,26.4579,88.82
83,2021-03-29 05:57:00,26.4584,26.459,26.4584,26.459,4.0
84,2021-03-29 05:58:00,26.4555,26.4555,26.4143,26.4191,472.20242212
85,2021-03-29 05:59:00,26.4123,26.4123,26.4102,26.4105,34.08184951
86,2021-03-29 06:00:00,26.4092,26.4128,26.392,26.3987,1757.78189621
87,2021-03-29 06:01:00,26.4116,26.4201,26.4116,26.4139,111.93087459
88,2021-03-29 06:02:00,26.4122,26.4123,26.3866,26.3866,188.38057023
89,2021-03-29 06:03:00,26.3841,26.3841,26.371,26.3742,122.75
90,2021-03-29 06:04:00,26.3772,26.388,26.3757,26.3866,102.61
91,2021-03-29 06:05:00,26.3827,26.3827,26.3754,26.3755,58.8
92,2021-03-29 06:06:00,26.3738,26.4296,26.3532,26.3598,885.59675308
93,2021-03-29 06:07:00,26.3615,26.3899,26.3615,26.3679,99.47466425
94,2021-03-29 06:08:00,26.3711,26.4074,26.3711,26.3968,81.7
95,2021-03-29 06:09:00,26.3924,26.4137,26.3924,26.4021,53.09100319
96,2021-03-29 06:10:00,26.393,26.393,26.3643,26.3805,40.21
97,2021-03-29 06:11:00,26.4045,26.4455,26.4045,26.4452,76.18366615
98,2021-03-29 06:12:00,26.4508,26.4616,26.4384,26.4384,43.14993759
99,2021-03-29 06:13:00,26.4546,26.4646,26.4383,26.4383,52.5836012
100,2021-03-29 06:14:00,26.4469,26.4685,26.4367,26.4685,318.69123412
101,2021-03-29 06:15:00,26.4704,26.4704,26.4391,26.4586,141.73799038
102,2021-03-29 06:16:00,26.4495,26.4608,26.44,26.44,45.56
103,2021-03-29 06:17:00,26.42,26.42,26.4143,26.4175,209.35
104,2021-03-29 06:18:00,26.4161,26.4616,26.4108,26.4616,144.49
105,2021-03-29 06:19:00,26.4532,26.46,26.4506,26.4583,89.11
106,2021-03-29 06:20:00,26.4657,26.4657,26.4571,26.4627,23.90139021
107,2021-03-29 06:21:00,26.4578,26.4592,26.4445,26.4542,128.04782615
108,2021-03-29 06:22:00,26.4452,26.4719,26.4452,26.4719,14.21
109,2021-03-29 06:23:00,26.4719,26.4912,26.4719,26.4796,186.77
110,2021-03-29 06:24:00,26.4733,26.4985,26.4724,26.4904,169.54
111,2021-03-29 06:25:00,26.4962,26.5038,26.4892,26.4976,214.92
112,2021-03-29 06:26:00,26.501,26.509,26.501,26.5084,69.57
113,2021-03-29 06:27:00,26.5087,26.5531,26.5087,26.5262,648.59684513
114,2021-03-29 06:28:00,26.5334,26.5445,26.5207,26.5207,138.1667713
115,2021-03-29 06:29:00,26.5198,26.5476,26.5104,26.5395,87.01388837
116,2021-03-29 06:30:00,26.5333,26.5358,26.5236,26.5273,241.21
117,2021-03-29 06:31:00,26.5217,26.5371,26.5217,26.5313,21.10537447
118,2021-03-29 06:32:00,26.5313,26.5313,26.5134,26.529,180.16
119,2021-03-29 06:33:00,26.5183,26.5292,26.5062,26.5283,147.91770134
120,2021-03-29 06:34:00,26.5198,26.5346,26.5198,26.5288,74.0045611
121,2021-03-29 06:35:00,26.5256,26.5256,26.5256,26.5256,0.91
122,2021-03-29 06:36:00,26.5272,26.5342,26.5218,26.5218,72.25
123,2021-03-29 06:37:00,26.5217,26.5217,26.5144,26.5173,22.4148689
124,2021-03-29 06:38:00,26.5165,26.5226,26.5162,26.5162,34.75
125,2021-03-29 06:39:00,26.5246,26.5246,26.5166,26.5188,101.11110657
126,2021-03-29 06:40:00,26.5117,26.512,26.4981,26.4981,247.7384919
127,2021-03-29 06:41:00,26.5001,26.5001,26.5,26.5,27.31
128,2021-03-29 06:42:00,26.5053,26.5115,26.5033,26.5115,56.99
129,2021-03-29 06:43:00,26.5141,26.5141,26.5057,26.5057,100.26
130,2021-03-29 06:44:00,26.5066,26.5066,26.4985,26.4985,26.66
131,2021-03-29 06:45:00,26.5034,26.5447,26.5034,26.5396,451.73110258
132,2021-03-29 06:46:00,26.5365,26.5377,26.5308,26.5319,67.95793702
133,2021-03-29 06:47:00,26.5325,26.5326,26.5296,26.5326,17.22
134,2021-03-29 06:48:00,26.5323,26.5383,26.5235,26.5363,285.09681673
135,2021-03-29 06:49:00,26.5384,26.5412,26.5363,26.5363,106.85
136,2021-03-29 06:50:00,26.5363,26.5458,26.5247,26.5458,596.88
137,2021-03-29 06:51:00,26.5392,26.5392,26.5374,26.5376,8.78582318
138,2021-03-29 06:52:00,26.5457,26.55,26.5454,26.5462,31.38
139,2021-03-29 06:53:00,26.551,26.5688,26.551,26.5519,578.87127723
140,2021-03-29 06:54:00,26.5519,26.566,26.5518,26.5519,185.28568396
141,2021-03-29 06:55:00,26.5563,26.5768,26.5563,26.5768,188.72884813
142,2021-03-29 06:56:00,26.5748,26.5976,26.5748,26.5976,317.2988213
143,2021-03-29 06:57:00,26.5956,26.5975,26.5869,26.5909,128.4162174
144,2021-03-29 06:58:00,26.5916,26.5993,26.5901,26.5918,21.24151508
145,2021-03-29 06:59:00,26.5986,26.6,26.5897,26.591,364.10850782
146,2021-03-29 07:00:00,26.5858,26.6151,26.5858,26.6151,326.15004801
147,2021-03-29 07:01:00,26.6068,26.627,26.5707,26.5868,8981.15108734
148,2021-03-29 07:02:00,26.5884,26.5939,26.5679,26.591,383.34078244
149,2021-03-29 07:03:00,26.5969,26.6,26.5969,26.6,2164.46746566
150,2021-03-29 07:04:00,26.5999,26.5999,26.5952,26.5976,65.12023102
151,2021-03-29 07:05:00,26.5967,26.5967,26.5797,26.5809,204.13363346
152,2021-03-29 07:06:00,26.5867,26.5879,26.5691,26.5695,1320.11127772
153,2021-03-29 07:07:00,26.5605,26.57,26.5583,26.5699,240.59949627
154,2021-03-29 07:08:00,26.573,26.5761,26.5494,26.5618,3388.28
155,2021-03-29 07:09:00,26.5712,26.5755,26.5606,26.5714,235.42776309
156,2021-03-29 07:10:00,26.5714,26.5873,26.5714,26.5873,335.96275493
157,2021-03-29 07:11:00,26.5847,26.6049,26.5776,26.6021,1278.26
158,2021-03-29 07:12:00,26.6019,26.611,26.5989,26.611,40.07
159,2021-03-29 07:13:00,26.6076,26.6153,26.6024,26.6153,175.30904935
160,2021-03-29 07:14:00,26.617,26.6172,26.6132,26.617,220.37
161,2021-03-29 07:15:00,26.6169,26.6169,26.575,26.6038,2365.01464618
162,2021-03-29 07:16:00,26.6023,26.6023,26.5817,26.5929,152.21184609
163,2021-03-29 07:17:00,26.597,26.597,26.5799,26.58,360.19972704
164,2021-03-29 07:18:00,26.5878,26.595,26.5428,26.5501,1189.22
165,2021-03-29 07:19:00,26.5498,26.5543,26.5404,26.5522,116.58
166,2021-03-29 07:20:00,26.5742,26.5857,26.5661,26.5857,138.46191587
167,2021-03-29 07:21:00,26.5843,26.5917,26.5782,26.5782,172.03222753
168,2021-03-29 07:22:00,26.5864,26.592,26.5804,26.5864,278.18
169,2021-03-29 07:23:00,26.5907,26.593,26.5861,26.593,79.48
170,2021-03-29 07:24:00,26.599,26.602,26.5807,26.5807,299.47
171,2021-03-29 07:25:00,26.5923,26.5923,26.5816,26.5837,142.15
172,2021-03-29 07:26:00,26.5877,26.6002,26.5877,26.596,89.94
173,2021-03-29 07:27:00,26.6006,26.6075,26.5996,26.6029,171.29020577
174,2021-03-29 07:28:00,26.609,26.6205,26.6074,26.6205,37.86
175,2021-03-29 07:29:00,26.6206,26.6264,26.6174,26.6264,125.34
176,2021-03-29 07:30:00,26.6269,26.6534,26.6269,26.6534,549.57541624
177,2021-03-29 07:31:00,26.6534,26.6563,26.6321,26.6442,998.85517962
178,2021-03-29 07:32:00,26.6448,26.6509,26.6309,26.6428,542.63621485
179,2021-03-29 07:33:00,26.6416,26.6519,26.6355,26.6455,137.08348904
180,2021-03-29 07:34:00,26.6559,26.6832,26.6558,26.6775,617.68730352
181,2021-03-29 07:35:00,26.68,26.6827,26.6628,26.6752,189.82
182,2021-03-29 07:36:00,26.6752,26.6752,26.6734,26.6747,117.79
183,2021-03-29 07:37:00,26.6777,26.6952,26.6749,26.6931,165.09916576
184,2021-03-29 07:38:00,26.6927,26.6963,26.69,26.6915,95.60305945
185,2021-03-29 07:39:00,26.6919,26.6952,26.6745,26.677,200.42310344
186,2021-03-29 07:40:00,26.6778,26.6877,26.6737,26.6852,139.16286331
187,2021-03-29 07:41:00,26.6853,26.695,26.6853,26.6902,384.79
188,2021-03-29 07:42:00,26.6954,26.7072,26.6902,26.7048,307.34629234
189,2021-03-29 07:43:00,26.6991,26.7028,26.685,26.6931,1222.17349037
190,2021-03-29 07:44:00,26.6903,26.6903,26.6631,26.6631,299.45648368
191,2021-03-29 07:45:00,26.6588,26.6588,26.6325,26.6409,1219.61690506
192,2021-03-29 07:46:00,26.64,26.6482,26.6367,26.6367,234.60525987
193,2021-03-29 07:47:00,26.6366,26.6555,26.6312,26.6555,190.74
194,2021-03-29 07:48:00,26.6647,26.6647,26.6519,26.657,121.01284814
195,2021-03-29 07:49:00,26.656,26.6572,26.6536,26.6539,424.95596739
196,2021-03-29 07:50:00,26.6626,26.6745,26.6571,26.6745,98.79
197,2021-03-29 07:51:00,26.6655,26.6744,26.6645,26.6744,44.91005294
198,2021-03-29 07:52:00,26.6745,26.6939,26.6745,26.6939,426.7056851
199,2021-03-29 07:53:00,26.6824,26.6965,26.6797,26.6965,631.78540885
200,2021-03-29 07:54:00,26.6939,26.6976,26.643,26.6589,1819.80414417
201,2021-03-29 07:55:00,26.6532,26.6602,26.643,26.6488,697.05452737
202,2021-03-29 07:56:00,26.6533,26.6555,26.6533,26.6555,49.84236431
203,2021-03-29 07:57:00,26.6391,26.6428,26.6391,26.642,24.86268741
204,2021-03-29 07:58:00,26.629,26.6489,26.629,26.6489,215.1354247
205,2021-03-29 07:59:00,26.6684,26.6698,26.6669,26.6669,27.16477971
206,2021-03-29 08:00:00,26.6611,26.6659,26.6211,26.6438,969.01331867
207,2021-03-29 08:01:00,26.6488,26.6488,26.6343,26.6388,74.68698256
208,2021-03-29 08:02:00,26.6297,26.6297,26.5532,26.561,2437.54
209,2021-03-29 08:03:00,26.5599,26.5687,26.5449,26.5528,1053.51654007
210,2021-03-29 08:04:00,26.5449,26.5503,26.5269,26.5354,730.9435937
211,2021-03-29 08:05:00,26.5395,26.553,26.5235,26.5235,670.74329617
212,2021-03-29 08:06:00,26.5235,26.5412,26.5188,26.5197,379.33755658
213,2021-03-29 08:07:00,26.5197,26.5197,26.4947,26.4947,698.51
214,2021-03-29 08:08:00,26.4943,26.5225,26.4943,26.5026,599.97198379
215,2021-03-29 08:09:00,26.5027,26.5238,26.5027,26.5193,159.34406535
216,2021-03-29 08:10:00,26.5236,26.5425,26.5236,26.5333,158.63
217,2021-03-29 08:11:00,26.5335,26.5514,26.5333,26.5514,68.99
218,2021-03-29 08:12:00,26.5514,26.5901,26.5419,26.5858,141.48504844
219,2021-03-29 08:13:00,26.5899,26.6139,26.5899,26.6139,17.68
220,2021-03-29 08:14:00,26.6149,26.6149,26.5849,26.5993,72.53
221,2021-03-29 08:15:00,26.5993,26.6039,26.5776,26.5879,580.92729566
222,2021-03-29 08:16:00,26.5718,26.5725,26.552,26.552,120.6
223,2021-03-29 08:17:00,26.5513,26.5549,26.5499,26.5518,620.0
224,2021-03-29 08:18:00,26.5592,26.5592,26.5515,26.5515,61.77893729
225,2021-03-29 08:19:00,26.5333,26.5489,26.5209,26.5489,238.63676136
226,2021-03-29 08:20:00,26.5322,26.5808,26.5273,26.5562,942.14998064
227,2021-03-29 08:21:00,26.5601,26.5602,26.5473,26.5494,199.47702198
228,2021-03-29 08:22:00,26.5499,26.5873,26.5499,26.5873,96.41
229,2021-03-29 08:23:00,26.5666,26.6149,26.5662,26.6149,58.37
230,2021-03-29 08:24:00,26.6149,26.625,26.6149,26.625,320.84438236
231,2021-03-29 08:25:00,26.6249,26.6249,26.6029,26.612,64.97
232,2021-03-29 08:26:00,26.6145,26.6526,26.6145,26.6418,448.91
233,2021-03-29 08:27:00,26.6502,26.6524,26.6364,26.6524,602.51951098
234,2021-03-29 08:28:00,26.6385,26.6421,26.622,26.6355,364.46957834
235,2021-03-29 08:29:00,26.6433,26.6433,26.6433,26.6433,0.68
236,2021-03-29 08:30:00,26.6431,26.6433,26.6262,26.6433,12.88192319
237,2021-03-29 08:31:00,26.6433,26.6705,26.6433,26.67,215.17514128
238,2021-03-29 08:32:00,26.6705,26.6733,26.6673,26.6733,65.46985105
239,2021-03-29 08:33:00,26.669,26.6805,26.669,26.6776,523.21881094
240,2021-03-29 08:34:00,26.6776,26.7058,26.6776,26.7058,694.64
241,2021-03-29 08:35:00,26.7058,26.7058,26.6997,26.7008,783.33949474
242,2021-03-29 08:36:00,26.6849,26.715,26.6849,26.715,245.97382318
243,2021-03-29 08:37:00,26.7114,26.7399,26.7114,26.7316,255.93103436
244,2021-03-29 08:38:00,26.7328,26.743,26.7254,26.7289,231.44227148
245,2021-03-29 08:39:00,26.7307,26.7404,26.7256,26.7256,231.77
246,2021-03-29 08:40:00,26.7308,26.7322,26.7045,26.7088,273.77594713
247,2021-03-29 08:41:00,26.7037,26.7135,26.7017,26.7017,161.36199408
248,2021-03-29 08:42:00,26.7014,26.7063,26.7014,26.7041,206.49922203
249,2021-03-29 08:43:00,26.7,26.7041,26.6757,26.6781,158.64733801
250,2021-03-29 08:44:00,26.679,26.6949,26.6789,26.6949,257.46418562
251,2021-03-29 08:45:00,26.6938,26.6938,26.6315,26.6412,452.9199962
252,2021-03-29 08:46:00,26.6412,26.6698,26.634,26.634,270.97779713
253,2021-03-29 08:47:00,26.6294,26.6313,26.576,26.5804,506.82
254,2021-03-29 08:48:00,26.5918,26.6014,26.5577,26.5598,596.67218227
255,2021-03-29 08:49:00,26.5575,26.5945,26.5535,26.587,1219.75540652
256,2021-03-29 08:50:00,26.5866,26.6147,26.5839,26.595,407.13730959
257,2021-03-29 08:51:00,26.5887,26.5887,26.5092,26.5092,270.09
258,2021-03-29 08:52:00,26.5084,26.5421,26.5,26.537,331.27
259,2021-03-29 08:53:00,26.5413,26.5595,26.5266,26.5311,504.51015208
260,2021-03-29 08:54:00,26.5511,26.5616,26.5509,26.5616,23.83
261,2021-03-29 08:55:00,26.5434,26.5773,26.5409,26.5773,145.11622426
262,2021-03-29 08:56:00,26.5724,26.5829,26.5585,26.5675,141.26628501
263,2021-03-29 08:57:00,26.571,26.571,26.5322,26.5532,701.41
264,2021-03-29 08:58:00,26.5539,26.554,26.533,26.5434,154.59
265,2021-03-29 08:59:00,26.5478,26.555,26.5333,26.5524,221.47
266,2021-03-29 09:00:00,26.5546,26.585,26.5546,26.585,75.23582588
267,2021-03-29 09:01:00,26.5872,26.599,26.585,26.585,79.25
268,2021-03-29 09:02:00,26.5956,26.6132,26.5956,26.6024,65.72
269,2021-03-29 09:03:00,26.5889,26.5934,26.578,26.5798,134.43
270,2021-03-29 09:04:00,26.5717,26.5836,26.5629,26.5836,312.37
271,2021-03-29 09:05:00,26.5873,26.5882,26.5665,26.5665,30.59575816
272,2021-03-29 09:06:00,26.5643,26.5658,26.5449,26.5449,233.60447915
273,2021-03-29 09:07:00,26.5427,26.5571,26.5014,26.5038,415.18
274,2021-03-29 09:08:00,26.503,26.523,26.49,26.499,2181.11430971
275,2021-03-29 09:09:00,26.5115,26.5269,26.4952,26.5237,1878.47
276,2021-03-29 09:10:00,26.4861,26.4861,26.4349,26.4425,1634.6548101
277,2021-03-29 09:11:00,26.4376,26.4733,26.4042,26.4593,2119.03838287
278,2021-03-29 09:12:00,26.4393,26.4476,26.404,26.4172,1137.91418061
279,2021-03-29 09:13:00,26.4151,26.4435,26.3929,26.4435,2135.26781312
280,2021-03-29 09:14:00,26.4614,26.4772,26.455,26.4657,211.37784755
281,2021-03-29 09:15:00,26.458,26.458,26.3952,26.4039,562.49469282
282,2021-03-29 09:16:00,26.4076,26.4152,26.3955,26.4131,167.90248382
283,2021-03-29 09:17:00,26.419,26.4657,26.4125,26.4657,1447.78262464
284,2021-03-29 09:18:00,26.4664,26.4815,26.4522,26.4754,579.94866833
285,2021-03-29 09:19:00,26.4723,26.502,26.4723,26.5019,379.05
286,2021-03-29 09:20:00,26.4985,26.5012,26.4912,26.4957,51.24839465
287,2021-03-29 09:21:00,26.502,26.5154,26.502,26.5088,41.36762983
288,2021-03-29 09:22:00,26.5066,26.5067,26.5002,26.5002,26.21
289,2021-03-29 09:23:00,26.504,26.5062,26.5,26.5032,115.8559637
290,2021-03-29 09:24:00,26.501,26.5035,26.4736,26.4736,507.36308657
291,2021-03-29 09:25:00,26.4723,26.4759,26.4503,26.4759,543.91
292,2021-03-29 09:26:00,26.4906,26.5143,26.4885,26.5143,169.91
293,2021-03-29 09:27:00,26.5125,26.5195,26.5125,26.5195,99.7303948
294,2021-03-29 09:28:00,26.5195,26.5313,26.5165,26.5305,32.60188853
295,2021-03-29 09:29:00,26.5267,26.5267,26.5267,26.5267,0.3
296,2021-03-29 09:30:00,26.5285,26.5462,26.5274,26.5461,210.02
297,2021-03-29 09:31:00,26.5461,26.5476,26.5263,26.5263,300.20304835
298,2021-03-29 09:32:00,26.5383,26.5411,26.5225,26.5263,767.15
299,2021-03-29 09:33:00,26.53,26.5398,26.53,26.5398,30.0
300,2021-03-29 09:34:00,26.5453,26.5453,26.5355,26.5355,59.1
301,2021-03-29 09:35:00,26.5434,26.5446,26.5349,26.5446,85.22902962
302,2021-03-29 09:36:00,26.5413,26.558,26.529,26.529,562.08
303,2021-03-29 09:37:00,26.5283,26.5343,26.5272,26.5272,163.32391186
304,2021-03-29 09:38:00,26.522,26.5272,26.5182,26.5182,77.27971561
305,2021-03-29 09:39:00,26.531,26.5353,26.5137,26.5211,576.2
306,2021-03-29 09:40:00,26.5219,26.5271,26.5,26.5204,3665.51617258
307,2021-03-29 09:41:00,26.525,26.5555,26.525,26.5555,1263.63
308,2021-03-29 09:42:00,26.5533,26.5533,26.5322,26.5484,62.16
309,2021-03-29 09:43:00,26.5476,26.5476,26.5209,26.5397,177.95385715
310,2021-03-29 09:44:00,26.5242,26.5286,26.5241,26.5284,28.2623813
311,2021-03-29 09:45:00,26.52,26.5234,26.5063,26.5063,1850.29810228
312,2021-03-29 09:46:00,26.5084,26.5218,26.5064,26.5207,248.38611551
313,2021-03-29 09:47:00,26.5411,26.5762,26.5411,26.5755,497.63257286
314,2021-03-29 09:48:00,26.5664,26.5882,26.5664,26.582,164.01176425
315,2021-03-29 09:49:00,26.5823,26.5946,26.5784,26.5836,505.81181726
316,2021-03-29 09:50:00,26.5662,26.58,26.5626,26.58,61.09
317,2021-03-29 09:51:00,26.5763,26.5774,26.5763,26.5774,0.76
318,2021-03-29 09:52:00,26.5792,26.5811,26.5667,26.5667,30.21505435
319,2021-03-29 09:53:00,26.5667,26.5673,26.5566,26.5673,480.52799455
320,2021-03-29 09:54:00,26.5717,26.6,26.5716,26.5999,1175.19
321,2021-03-29 09:55:00,26.5999,26.5999,26.5854,26.5898,37.46
322,2021-03-29 09:56:00,26.5896,26.5896,26.578,26.578,51.66
323,2021-03-29 09:57:00,26.5896,26.6,26.5896,26.6,455.88783541
324,2021-03-29 09:58:00,26.6,26.6244,26.6,26.6163,1211.73922591
325,2021-03-29 09:59:00,26.6113,26.6113,26.6073,26.6073,17.69
326,2021-03-29 10:00:00,26.6158,26.6174,26.6075,26.6108,103.75
327,2021-03-29 10:01:00,26.6193,26.6193,26.6003,26.6003,560.1957292
328,2021-03-29 10:02:00,26.5976,26.6737,26.5968,26.6737,742.18
329,2021-03-29 10:03:00,26.6714,26.7057,26.6714,26.7024,415.6682677
330,2021-03-29 10:04:00,26.6816,26.7237,26.6816,26.7237,248.27403246
331,2021-03-29 10:05:00,26.7257,26.7403,26.7132,26.7377,1933.95822179
332,2021-03-29 10:06:00,26.7378,26.7378,26.7006,26.7112,414.74987555
333,2021-03-29 10:07:00,26.7133,26.7185,26.708,26.7103,93.62628301
334,2021-03-29 10:08:00,26.7101,26.7301,26.7046,26.7052,3768.40552579
335,2021-03-29 10:09:00,26.704,26.704,26.6854,26.6854,21.04
336,2021-03-29 10:10:00,26.7086,26.7139,26.6922,26.6923,37.87
337,2021-03-29 10:11:00,26.6691,26.6794,26.6652,26.6704,49.65
338,2021-03-29 10:12:00,26.6743,26.6743,26.6539,26.6737,332.89580279
339,2021-03-29 10:13:00,26.6699,26.6998,26.6699,26.698,191.13
340,2021-03-29 10:14:00,26.706,26.7079,26.6881,26.6881,113.54
341,2021-03-29 10:15:00,26.6783,26.7196,26.6735,26.7196,208.56
342,2021-03-29 10:16:00,26.7163,26.7163,26.7014,26.7049,15.88
343,2021-03-29 10:17:00,26.7072,26.7415,26.7072,26.7415,398.99
344,2021-03-29 10:18:00,26.7415,26.7455,26.733,26.733,646.78260733
345,2021-03-29 10:19:00,26.7373,26.7373,26.7012,26.7269,1027.94149956
346,2021-03-29 10:20:00,26.719,26.7598,26.7186,26.7246,789.40127616
347,2021-03-29 10:21:00,26.7278,26.7471,26.7255,26.7419,1134.91889463
348,2021-03-29 10:22:00,26.7363,26.7485,26.7272,26.7485,181.62016764
349,2021-03-29 10:23:00,26.7551,26.7695,26.7551,26.7554,611.09148386
350,2021-03-29 10:24:00,26.7512,26.8002,26.749,26.797,671.25650647
