date,open,high,low,close,volume
2020-12-02 11:13:00+05:30,1125.5,1126,1125.05,1125.4,11690
2020-12-02 11:14:00+05:30,1125.4,1126.2,1125.1,1126.05,7659
2020-12-02 11:15:00+05:30,1126.05,1127,1125.5,1126.65,7933
2020-12-02 11:16:00+05:30,1126.65,1126.9,1125.35,1125.45,8001
2020-12-02 11:17:00+05:30,1125.45,1125.45,1123.15,1124,32837
2020-12-02 11:18:00+05:30,1124.05,1124.2,1123.5,1123.6,8064
2020-12-02 11:19:00+05:30,1123.65,1124.25,1123.55,1123.9,7843
2020-12-02 11:20:00+05:30,1123.9,1124.05,1123.5,1123.75,9323
2020-12-02 11:21:00+05:30,1123.75,1123.8,1123.5,1123.55,4313
2020-12-02 11:22:00+05:30,1123.55,1124.2,1123.5,1124.15,5363
2020-12-02 11:23:00+05:30,1124.15,1124.2,1123.95,1123.95,5737
2020-12-02 11:24:00+05:30,1123.95,1124.2,1123.95,1123.95,5064
2020-12-02 11:25:00+05:30,1123.95,1124.4,1123.75,1124.15,6292
2020-12-02 11:26:00+05:30,1124.15,1124.15,1123.5,1123.6,4606
2020-12-02 11:27:00+05:30,1123.6,1123.6,1121.8,1122.2,44198
2020-12-02 11:28:00+05:30,1121.75,1122.95,1121.6,1122.65,17847
2020-12-02 11:29:00+05:30,1122.2,1123,1122.2,1122.45,6212
2020-12-02 11:30:00+05:30,1122.5,1122.5,1121.5,1121.5,15478
2020-12-02 11:31:00+05:30,1121.45,1122,1121.4,1122,10528
2020-12-02 11:32:00+05:30,1121.8,1122,1121.5,1121.75,5702
2020-12-02 11:33:00+05:30,1121.75,1122.95,1121.7,1122.75,12316
2020-12-02 11:34:00+05:30,1122.35,1126.15,1122.05,1124.85,45478
2020-12-02 11:35:00+05:30,1124.45,1124.85,1123.85,1124.2,7821
2020-12-02 11:36:00+05:30,1124.05,1124.6,1123.5,1123.55,8591
2020-12-02 11:37:00+05:30,1123.2,1123.55,1122.5,1123,6440
2020-12-02 11:38:00+05:30,1122.6,1124,1122.5,1123.95,6075
2020-12-02 11:39:00+05:30,1123.95,1124,1123.05,1123.45,4928
2020-12-02 11:40:00+05:30,1123.25,1123.45,1123.25,1123.35,5170
2020-12-02 11:41:00+05:30,1123.3,1123.4,1123.2,1123.25,5462
2020-12-02 11:42:00+05:30,1123.2,1123.7,1123.2,1123.7,4983
2020-12-02 11:43:00+05:30,1123.5,1123.9,1123.45,1123.65,6468
2020-12-02 11:44:00+05:30,1123.65,1123.65,1123,1123.05,8208
2020-12-02 11:45:00+05:30,1123,1124.1,1122.6,1123.35,30662
2020-12-02 11:46:00+05:30,1123.35,1123.85,1123,1123.3,6701
2020-12-02 11:47:00+05:30,1122.85,1123.45,1122.7,1122.85,4326
2020-12-02 11:48:00+05:30,1122.7,1123.55,1122.55,1123.25,5860
2020-12-02 11:49:00+05:30,1123.25,1123.3,1122.7,1123,6437
2020-12-02 11:50:00+05:30,1122.85,1123,1122,1122.75,12051
