Ticker,Name,Exchange,Category Name,Country
BANKBEES.NS,Goldman Sachs Bank BeES ETF,NSI,,India
PSB-EQ.NS,PUNJAB & SIND BANK,NSI,,India
BAJAJ-AUTO-EQ.NS,BAJAJ AUTO LTD INR10,NSI,,India
PSUBNKBEES.NS,Goldman Sachs PSU Bank BeES ETF,NSI,,India
ORIENTBANK.NS,Oriental Bank of Commerce,NSI,Money Center Banks,India
BAJFINANCE.NS,Bajaj Finance Limited,NSI,Credit Services,India
BVCL-EQ.NS,BARAK VALLEY CEMEN INR10,NSI,,India
BBL.NS,Bharat Bijlee Limited,NSI,Diversified Machinery,India
BBTC-EQ.NS,BOMBAY BURMAH TRADING CORPORATI,NSI,,India
BBL-EQ.NS,BHARAT BIJLEE LIMITED,NSI,,India
BBTC.NS,"The Bombay Burmah Trading Corporation, Limited",NSI,Farm Products,India
BDR-IT.NS,BDR Buildcon Limited,NSI,,India
BDR.NS,BDR Buildcon Limited,NSI,Residential Construction,India
BDR-EQ.NS,BDR BUILDCON LTD INR10,NSI,,India
BEML.NS,BEML Limited,NSI,Diversified Machinery,India
MANPASAND.NS,Manpasand Beverages Limited,NSI,Beverages - Soft Drinks,India
PSUBNKBEES-EQ.NS,GOLDMAN SACHS PS PSU BANK BENCH,NSI,,India
FAGBEARING.NS,Schaeffler India Limited,NSI,,India
BEDMUTHA-EQ.NS,BEDMUTHA INDUSTRIES LIMITED,NSI,,India
BEML-EQ.NS,BEML LIMITED,NSI,,India
BEPL-EQ.NS,BHANSALI ENGINEERING POLYMERS L,NSI,,India
SHARIABEES-EQ.NS,BENCHMARK MUTUAL SHARIAH BENCHM,NSI,,India
TALWALKARS.NS,Talwalkars Better Value Fitness Limited,NSI,"Recreational Goods, Other",India
HNGSNGBEES-EQ.NS,RELIANCE NIPPON LI RELIANCE ETF,NSI,,India
TATAGLOBAL.NS,Tata Global Beverages Limited,NSI,Food - Major Diversified,India
BEDMUTHA.NS,Bedmutha Industries Limited,NSI,Steel & Iron,India
FAGBEARING-EQ.NS,FAG BEARINGS INDIA LIMITED,NSI,,India
BERGEPAINT.NS,Berger Paints India Limited,NSI,Specialty Chemicals,India
BEARDSELL-EQ.NS,BEARDSELL LTD INR2,NSI,,India
NIBL-EQ.NS,NRB INDUSTRIAL BEA INR2,NSI,,India
MANPASAND-EQ.NS,MANPASAND BEVERAGE INR10,NSI,,India
BEARDSELL-IL.NS,BEARDSELL LTD INR10,NSI,,India
BERGEPAINT-EQ.NS,BERGER PAINTS (I) LIMITED,NSI,,India
NRBBEARING.NS,NRB Bearings Limited,NSI,Auto Parts,India
JUNIORBEES-EQ.NS,NIFTY JR BENCHMARK ETF,NSI,,India
ORIENTBELL-EQ.NS,ORIENT BELL LIMITED,NSI,,India
NIBL.NS,NRB Industrial Bearings Limited,NSI,Machine Tools & Accessories,India
BEARDSELL-BE.NS,BEARDSELL LTD INR10,NSI,,India
NIBL-BE.NS,NRB INDUSTRIAL BEA INR2,NSI,,India
BEARDSELL-BL.NS,BEARDSELL LTD INR10,NSI,,India
MENONBE.NS,Menon Bearings Limited,NSI,Auto Parts,India
BANKBEES-EQ.NS,BENCHMARK BANKBEES,NSI,,India
BEL.NS,Bharat Electronics Limited,NSI,Aerospace/Defense - Major Diversified,India
NIFTYBEES.NS,Goldman Sachs Nifty BeES ETF,NSI,,India
LIQUIDBEES.NS,Goldman Sachs Liquid BeES ETF,NSI,,India
SHARIABEES.NS,Goldman Sachs Shariah BeES ETF,NSI,,India
GOLDBEES.NS,Goldman Sachs Gold BeES ETF,NSI,,India
BANARBEADS.NS,Banaras Beads Limited,NSI,Textile - Apparel Footwear & Accessories,India
BEARDSELL-RL.NS,BEARDSELL LTD INR10,NSI,,India
HNGSNGBEES.NS,Goldman Sachs Hang Seng BeES ETF,NSI,,India
BFUTILITIE.NS,BF Utilities Limited,NSI,General Contractors,India
BFINVEST.NS,BF Investment Limited,NSI,Asset Management,India
SQSBFSI-EQ.NS,SQS INDIA BFSI LTD INR10,NSI,,India
SQSBFSI.NS,SQS India BFSI Limited,NSI,Technical & System Software,India
BGRENERGY.NS,BGR Energy Systems Limited,NSI,General Contractors,India
BGLOBAL-EQ.NS,BHARATIYA GLOBAL INFOMEDIA LIMI,NSI,,India
BGRENERGY-EQ.NS,BGR ENERGY SYSTEMS LIMITED,NSI,,India
BGLOBAL-BE.NS,BHARATIYA GLOBAL I INR10,NSI,,India
BGLOBAL.NS,Bharatiya Global Infomedia Limited,NSI,Technical & System Software,India
INFRATEL.NS,Bharti Infratel Limited,NSI,Wireless Communications,India
BHEL.NS,Bharat Heavy Electricals Limited,NSI,Diversified Machinery,India
INFRATEL-EQ.NS,BHARTI INFRATEL LIMITED,NSI,,India
BHAGYNAGAR-EQ.NS,BHAGYANAGAR INDIA INR2,NSI,,India
BHARTISHIP.NS,BHARATI SHIPYARD LTD.,NSI,,India
BHARATFORG.NS,Bharat Forge Limited,NSI,Auto Parts,India
BIL-EQ.NS,BHARTIYA INTERNATIONAL LIMITED,NSI,,India
DALMIABHA.NS,Dalmia Bharat Limited,NSI,General Building Materials,India
BHARTISHIP-BZ.NS,BHARATI SHIPYARD LTD.,NSI,,India
BHARATGEAR.NS,Bharat Gears Limited,NSI,Auto Parts,India
JAYBARMARU.NS,Jay Bharat Maruti Limited,NSI,Auto Parts,India
BHAGERIA.NS,BHAGERIA INDUSTRIE INR5,NSI,,India
BHARATIDIL.NS,Bharati Defence And Infrastructure Limited,NSI,Aerospace/Defense - Major Diversified,India
BHARATRAS.NS,Bharat Rasayan Limited,NSI,Agricultural Chemicals,India
BEPL.NS,Bhansali Engineering Polymers Limited,NSI,Chemicals - Major Diversified,India
BHARATWIRE.NS,Bharat Wire Ropes Limited,NSI,Steel & Iron,India
BIL.NS,Bhartiya International Limited,NSI,Textile - Apparel Footwear & Accessories,India
NBVENTURES.NS,Nava Bharat Ventures Limited,NSI,Electric Utilities,India
BHAGYNAGAR.NS,Bhagyanagar India Limited,NSI,Diversified Electronics,India
BHUSANSTL-EQ.NS,BHUSHAN STEEL LIMITED,NSI,,India
BHUSANSTL.NS,Bhushan Steel Limited,NSI,Steel & Iron,India
BIOCON.NS,Biocon Limited,NSI,,India
CELESTIAL.NS,Celestial Biolabs Limited,NSI,Biotechnology,India
BILENERGY-EQ.NS,BIL ENERGY SYSTEMS INR1,NSI,,India
BIRLACOT-BE.NS,BIRLA COTSYN (INDI INR1,NSI,,India
NATHBIOGEN-EQ.NS,NATH BIO-GENES (IN INR10,NSI,,India
BINDALAGRO-EQ.NS,OSWAL GREENTECH LI INR10,NSI,,India
BSLNIFTY.NS,Birla Sun Life Nifty ETF,NSI,,India
STERLINBIO.NS,Sterling Biotech Limited,NSI,Biotechnology,India
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,NSI,Agricultural Chemicals,India
BIRLAPOWER-BZ.NS,BIRLA POWER SOL. LTD,NSI,,India
BINDALAGRO.NS,Oswal Greentech Limited,NSI,Asset Management,India
BILENERGY.NS,Bil Energy Systems Limited,NSI,Metal Fabrication,India
BINDALAGRO-BE.NS,OSWAL CHEM & FERT-DEP SET,NSI,,India
BIOCON-EQ.NS,BIOCON LIMITED,NSI,,India
BIRLACOT.NS,Birla Cotsyn (India) Limited,NSI,Textile Industrial,India
BSLGOLDETF.NS,Birla Sun Life Gold ETF,NSI,,India
BSLELFS5RG-MF.NS,BIRLA SUN LIFE MUT EMERGING LEA,NSI,,India
KOPDRUGS-BZ.NS,KDL BIOTECH LIMITED,NSI,,India
BSLCAP21RG-MF.NS,BIRLA SUN LIFE MUT CAPITAL PR O,NSI,,India
CELESTIAL-EQ.NS,CELESTIAL BIOLABS LIMITED,NSI,,India
BSLFTPLVDG-MF.NS,BIRLA SUN LIFE MUT FTP LV 1099D,NSI,,India
BILPOWER-BE.NS,BILPOWER LTD INR10(DEMAT),NSI,,India
BILPOWER-EQ.NS,BILPOWER LIMITED,NSI,,India
PANACEABIO.NS,Panacea Biotec Limited,NSI,Biotechnology,India
BSLFEFS2RG-MF.NS,BIRLA SUN LIFE MUT FOCUSED EQ 2,NSI,,India
NATHBIOGEN-BE.NS,Nath Bio-Genes (I) Ltd,NSI,,India
SHARONBIO.NS,Sharon Bio-Medicine Ltd.,NSI,Drug Manufacturers - Major,India
BIRLAMONEY-EQ.NS,ADITYA BIRLA MONEY INR1,NSI,,India
HESTERBIO-EQ.NS,HESTER BIOSCIENCES INR10,NSI,,India
BILPOWER.NS,Bilpower Limited,NSI,Diversified Machinery,India
BIRLAERIC-BE.NS,BIRLA ERICSON LTD.,NSI,,India
STERLINBIO-EQ.NS,STERLING BIOTECH INR1,NSI,,India
BINANIIND.NS,Edayar Zinc Limited,NSI,General Building Materials,India
GUFICBIO.NS,Gufic Biosciences Limited,NSI,Drugs - Generic,India
BIRLACORPN.NS,Birla Corporation Limited,NSI,General Building Materials,India
HESTERBIO.NS,Hester Biosciences Limited,NSI,Drug Manufacturers - Major,India
BANKBARODA-IL.NS,BK OF BARODA INR2,NSI,,India
PENPEBS-BE.NS,Pennar Eng Bldg Sys Ltd,NSI,,India
BLBLIMITED-EQ.NS,BLB INR1,NSI,,India
BLBLIMITED.NS,BLB Limited,NSI,Investment Brokerage - National,India
PHILIPCARB.NS,Phillips Carbon Black Limited,NSI,Chemicals - Major Diversified,India
BLUEDART.NS,Blue Dart Express Limited,NSI,Air Delivery & Freight Services,India
BLUECOAST.NS,Blue Coast Hotels Limited,NSI,Lodging,India
BLUEBLENDS.NS,BLUE BLENDS (INDIA INR10,NSI,,India
BLISSGVS.NS,Bliss Gvs Pharma Limited,NSI,Drug Manufacturers - Major,India
BLUESTINFO-EQ.NS,BLUE STAR INFOTECH LIMITED,NSI,,India
BLUECHIP.NS,Blue Chip India Limited,NSI,Investment Brokerage - National,India
BLUECHIP-BE.NS,BLUE CHIP INDIA LTD.,NSI,,India
BLUECOAST-BE.NS,BLUE COAST HOTELS INR10,NSI,,India
PHILIPCARB-EQ.NS,PHILLIPS CARBON BLACK LIMITED,NSI,,India
BLUEBLENDS-EQ.NS,BLUE BLENDS (INDIA INR10,NSI,,India
BLUEBLENDS-BE.NS,BLUE BLENDS (I) LTD,NSI,,India
BLUESTARCO.NS,Blue Star Limited,NSI,Home Furnishings & Fixtures,India
BLUESTINFO.NS,Blue Star Infotech Ltd.,NSI,,India
BLUECOAST-EQ.NS,BLUE COAST HOTELS INR10,NSI,,India
NIFTYBEES-EQ.NS,NIFTY BMARK EXCH. TRD FND,NSI,,India
GEOJITBNPP.NS,Geojit Financial Services Limited,NSI,,India
GEOJITBNPP-EQ.NS,GEOJIT BNP PARIBAS INR1,NSI,,India
BNPCPGII-MF.NS,BNP PARIBAS MF CAPITAL PRT ORIE,NSI,,India
BODALCHEM.NS,Bodal Chemicals Limited,NSI,Specialty Chemicals,India
BODALCHEM-EQ.NS,BODAL CHEMICALS INR2.00,NSI,,India
BOSCHLTD-EQ.NS,BOSCH LIMITED,NSI,,India
GENUSPAPER-EQ.NS,GENUS PAPER AND BO INR10,NSI,,India
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,NSI,Textile Industrial,India
BOMDYEING-EQ.NS,BOMBAY DYEING & MFG COMPANY LIM,NSI,,India
GENUSPAPER.NS,Genus Paper & Boards Limited,NSI,Paper & Paper Products,India
CEBBCO.NS,Commercial Engineers & Body Builders Co Limited,NSI,Railroads,India
BODHTREE-BE.NS,BODHTREE-BE.NS,NSI,,India
BRFL.NS,Bombay Rayon Fashions Limited,NSI,,India
CEBBCO-EQ.NS,COMMERCIAL ENGINEERS & BODY BUI,NSI,,India
BPL.NS,BPL Limited,NSI,Electronic Equipment,India
BPL-EQ.NS,BPL LIMITED,NSI,,India
DBSTOCKBRO.NS,DB (International) Stock Brokers Ltd,NSI,Investment Brokerage - National,India
UBL.NS,United Breweries Limited,NSI,Beverages - Brewers,India
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,NSI,Auto Parts,India
BROADCAST.NS,Broadcast Initiatives Limited,NSI,,India
KIRLOSBROS.NS,Kirloskar Brothers Limited,NSI,Diversified Machinery,India
NOIDATOLL-EQ.NS,NOIDA TOLL BRIDGE COMPANY LIMIT,NSI,,India
BROOKS.NS,Brooks Laboratories Limited,NSI,Drug Manufacturers - Major,India
RBL.NS,Rane Brake Lining Limited,NSI,Auto Parts,India
SUNDRMBRAK-EQ.NS,SUNDARAM BRAKE LININGS LIMITED,NSI,,India
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSI,General Contractors,India
SDBL-EQ.NS,SOM DISTIL & BREW INR10,NSI,,India
KIRLOSBROS-EQ.NS,KIRLOSKAR BROTHERS INR2,NSI,,India
BSELINFRA.NS,BSEL Infrastructure Realty Limited,NSI,Real Estate Development,India
BSL-EQ.NS,BSL LIMITED,NSI,,India
BSLIMITED.NS,BS Limited,NSI,General Contractors,India
BSL.NS,BSL Limited,NSI,Textile Industrial,India
BURNPUR.NS,Burnpur Cement Limited,NSI,General Building Materials,India
PENPEBS.NS,Pennar Engineered Building Systems Limited,NSI,Metal Fabrication,India
BURNPUR-EQ.NS,BURNPUR CEMENT LTD INR10,NSI,,India
VIJSHAN.NS,Vijay Shanthi Builders Limited,NSI,Residential Construction,India
PENPEBS-EQ.NS,PENNAR ENGINEERED INR10,NSI,,India
BYKE.NS,THE BYKE HOSPITALI INR10,NSI,,India
THEBYKE.NS,The Byke Hospitality Limited,NSI,Lodging,India
BYKE-EQ.NS,THE BYKE HOSPITALI INR10,NSI,,India
GOACARBON.NS,Goa Carbon Limited,NSI,Specialty Chemicals,India
ELECTCAST.NS,Electrosteel Castings Limited,NSI,General Building Materials,India
CASTROLIND.NS,Castrol India Limited,NSI,Specialty Chemicals,India
CANDC.NS,C & C Constructions Limited,NSI,General Contractors,India
CADILAHC.NS,Cadila Healthcare Limited,NSI,Drugs - Generic,India
SATIN-BL.NS,SATIN CREDIT CARE INR10,NSI,,India
CAPLIPOINT-EQ.NS,CAPLIN POINT LABOR INR2,NSI,,India
CANFINHOME-EQ.NS,CANFIN HOMES INR10,NSI,,India
IPRU2580-MF.NS,ICICI PRUDENTIAL A CAP PRO ORIE,NSI,,India
CCCL.NS,Consolidated Construction Consortium Limited,NSI,General Contractors,India
CCHHL.NS,Country Club Hospitality & Holidays Limited,NSI,Resorts & Casinos,India
CCHHL-EQ.NS,COUNTRY CLUB HOSPI INR2,NSI,,India
CCL.NS,CCL Products (India) Limited,NSI,Food - Major Diversified,India
IDEA.NS,Idea Cellular Limited,NSI,Wireless Communications,India
PRISMCEM.NS,Prism Cement Limited,NSI,General Building Materials,India
ITDCEM.NS,ITD Cementation India Limited,NSI,General Contractors,India
EUROCERA.NS,Euro Ceramics Limited,NSI,General Building Materials,India
CESC.NS,CESC Limited,NSI,Diversified Utilities,India
CERA.NS,Cera Sanitaryware Limited,NSI,General Building Materials,India
CEATLTD.NS,CEAT Limited,NSI,Rubber & Plastics,India
CENTEXT-EQ.NS,CENTURY EXTRUSIONS LIMITED,NSI,,India
RAMCOCEM.NS,The Ramco Cements Limited,NSI,,India
CENTUM-EQ.NS,CENTUM ELECTRONICS INR10,NSI,,India
SAGCEM-EQ.NS,SAGAR CEMENTS LIMITED,NSI,,India
CENTEXT.NS,Century Extrusions Limited,NSI,Aluminum,India
ORIENTCEM-EQ.NS,ORIENT CEMENT LTD INR1,NSI,,India
IDEA-EQ.NS,IDEA CELLULAR LIMITED,NSI,,India
ULTRACEMCO.NS,UltraTech Cement Limited,NSI,General Building Materials,India
EUROCERA-BE.NS,EUROCERA-BE.NS,NSI,,India
KOVAI.NS,Kovai Medical Center & Hospital Ltd.,NSI,,India
CEREBRAINT-EQ.NS,CEREBRA INTEGRATED INR10,NSI,,India
MANGLMCEM.NS,Mangalam Cement Limited,NSI,General Building Materials,India
SAGCEM.NS,Sagar Cements Limited,NSI,,India
CEREBRAINT.NS,Cerebra Integrated Technologies Limited,NSI,Computer Based Systems,India
SOMANYCERA.NS,Somany Ceramics Limited,NSI,General Building Materials,India
SHYAMCENT-BE.NS,Shyam Century Ferrous Ltd,NSI,,India
REGENCERAM-EQ.NS,REGENCY CERAMICS INR10,NSI,,India
SHREECEM.NS,Shree Cement Limited,NSI,General Building Materials,India
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,NSI,General Building Materials,India
CELEBRITY-EQ.NS,CELEBRITY FASHIONS INR10,NSI,,India
GSCLCEMENT.NS,Gujarat Sidhee Cement Limited,NSI,General Building Materials,India
CENTURYPLY.NS,Century Plyboards (India) Limited,NSI,"Lumber, Wood Production",India
ORIENTCEM.NS,Orient Cement Limited,NSI,General Building Materials,India
RAMCOCEM-EQ.NS,RAMCO CEMENTS(THE) INR1,NSI,,India
DECOLIGHT.NS,Decolight Ceramics Ltd.,NSI,,India
CERA-EQ.NS,CERA SANITARYWARE LIMITED,NSI,,India
MURUDCERA.NS,Murudeshwar Ceramics Limited,NSI,General Building Materials,India
CENTRALBK-EQ.NS,CENTRAL BANK OF INDIA,NSI,,India
JKCEMENT-EQ.NS,JK CEMENT LIMITED,NSI,,India
CENTRALBK.NS,Central Bank of India,NSI,Money Center Banks,India
REGENCERAM.NS,Regency Ceramics Limited,NSI,General Building Materials,India
SHYAMCENT.NS,SHYAM CENTURY FERR INR1,NSI,,India
CENTURYTEX.NS,Century Textiles and Industries Limited,NSI,General Building Materials,India
DECOLIGHT-BE.NS,DECOLIGHT CERAMICS INR10,NSI,,India
GSCLCEMENT-EQ.NS,GUJARAT SIDHEE CEM INR10 (NEW),NSI,,India
SHYAMCENT-EQ.NS,SHYAM CENTURY FERR INR1,NSI,,India
JKLAKSHMI.NS,JK Lakshmi Cement Limited,NSI,General Building Materials,India
CELEBRITY.NS,Celebrity Fashions Limited,NSI,Textile - Apparel Clothing,India
DECCANCE.NS,Deccan Cements Limited,NSI,General Building Materials,India
CENTUM.NS,Centum Electronics Limited,NSI,Diversified Electronics,India
CENTENKA.NS,Century Enka Limited,NSI,Textile Industrial,India
SOMANYCERA-EQ.NS,SOMANY CERAMICS LD INR2,NSI,,India
INDIACEM.NS,The India Cements Limited,NSI,General Building Materials,India
KAJARIACER.NS,Kajaria Ceramics Limited,NSI,General Building Materials,India
CGCL-EQ.NS,CAPRI GLOBAL CAPIT INR2,NSI,,India
CGCL.NS,Capri Global Capital Limited,NSI,Credit Services,India
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,NSI,Specialty Chemicals,India
CLNINDIA.NS,Clariant Chemicals (India) Limited,NSI,Specialty Chemicals,India
CHROMATIC.NS,Chromatic India Limited,NSI,Specialty Chemicals,India
RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited,NSI,Confectioners,India
GSFC-IL.NS,GUJARAT STATE FER INR2(POST SUB,NSI,,India
BALRAMCHIN-EQ.NS,BALRAMPUR CHINI MI INR1,NSI,,India
FCL-EQ.NS,FINEOTEX CHEMICAL INR2,NSI,,India
TIRUMALCHM.NS,Thirumalai Chemicals Limited,NSI,Specialty Chemicals,India
OMKARCHEM-EQ.NS,OMKAR SPECIALITY CHEMICALS LIMI,NSI,,India
MANGCHEFER-EQ.NS,MANGALORE CHEMICALS & FERTILIZE,NSI,,India
SRICHAMUND-EQ.NS,Chamundeswari Sug Ltd,NSI,,India
ORCHIDCHEM-EQ.NS,ORCHID CHEMICALS & PHARMACEUTIC,NSI,,India
DHARSUGAR-EQ.NS,DHARANI SUGARS & CHEMICALS LIMI,NSI,,India
HCIL.NS,Himadri Speciality Chemical Limited,NSI,,India
CIPLA.NS,Cipla Limited,NSI,Drug Manufacturers - Major,India
CIGNITITEC.NS,CIGNITI TECHNOLOGI INR10,NSI,,India
CNOVAPETRO-EQ.NS,CIL NOVA PETROCHEM INR10,NSI,,India
CINEVISTA.NS,Cinevista Limited,NSI,Entertainment - Diversified,India
MAHINDCIE.NS,Mahindra CIE Automotive Limited,NSI,Metal Fabrication,India
CIPLA-EQ.NS,CIPLA LIMITED,NSI,,India
OPTOCIRCUI.NS,Opto Circuits (India) Ltd,NSI,Medical Appliances & Equipment,India
MAHINDCIE-EQ.NS,MAHINDRA CIE AUTO INR10,NSI,,India
CINELINE.NS,Cineline India Limited,NSI,Property Management,India
SHRIRAMCIT.NS,Shriram City Union Finance Limited,NSI,Credit Services,India
OPTOCIRCUI-EQ.NS,OPTO CIRCUITS (INDIA) LIMITED,NSI,,India
CNOVAPETRO.NS,CIL Nova Petrochemicals Limited,NSI,Textile Industrial,India
CIGNITITEC-EQ.NS,CIGNITI TECHNOLOGI INR10,NSI,,India
SHRIRAMCIT-EQ.NS,SHRIRAM CITY UNION FINANCE LIMI,NSI,,India
CIMMCO.NS,Cimmco Limited,NSI,,India
CNOVAPETRO-BE.NS,CIL NOVA PETROCHEM INR10,NSI,,India
CLASSIC.NS,Classic Diamonds (India),NSI,,India
INDIANCARD.NS,The Indian Card Clothing Company Limited,NSI,Textile Industrial,India
CLUTCHAUTO-BE.NS,CLUTCH AUTO LTD,NSI,,India
KKCL.NS,Kewal Kiran Clothing Limited,NSI,Textile - Apparel Clothing,India
CLASSIC-BZ.NS,CLASSIC DIAMONDS (I) LTD,NSI,,India
CLUTCHAUTO.NS,Clutch Auto Ltd.,NSI,,India
CLASSIC-BE.NS,CLASSIC DIAMONDS (I) LTD,NSI,,India
CLUTCHAUTO-BZ.NS,CLUTCH AUTO LTD,NSI,,India
CLASSIC-EQ.NS,CLASSIC DIAMONDS (INDIA) LIMITE,NSI,,India
CMAHENDRA.NS,C. Mahendra Exports Limited,NSI,,India
CMAHENDRA-BZ.NS,C.MAHENDRA EXPORTS LTD,NSI,,India
CMC.NS,CMC Limited,NSI,,India
CPSEETF.NS,Goldman Sachs CPSE ETF,NSI,,India
CPSEETF-EQ.NS,RELIANCE NIPPON LI CPSE ETF*,NSI,,India
GANESHHOUC.NS,Ganesh Housing Corporation Limited,NSI,Real Estate Development,India
CRMFGETF-EQ.NS,CANARA ROBECO MF GOLD ETF,NSI,,India
SHARDACROP-EQ.NS,SHARDA CROPCHEM INR10,NSI,,India
CREATIVEYE-EQ.NS,CREATIVE EYE LTD INR10,NSI,,India
SATIN-BE.NS,Satin Credit Net Ltd,NSI,,India
CRESTANI-BZ.NS,CREST COMM NPP251099DEPO,NSI,,India
CROMPGREAV.NS,CG Power and Industrial Solutions Limited,NSI,,India
SATIN-IQ.NS,SATIN CREDIT CARE INR10,NSI,,India
EXCELCROP.NS,Excel Crop Care Limited,NSI,Agricultural Chemicals,India
CREATIVEYE.NS,Creative Eye Limited,NSI,Entertainment - Diversified,India
SATIN-RL.NS,SATIN CREDIT CARE INR10,NSI,,India
CRISIL.NS,CRISIL Limited,NSI,Investment Brokerage - National,India
SATIN-EQ.NS,SATIN CREDIT CARE INR10,NSI,,India
SATIN-.NS,SATIN CREDIT CARE NETWORK LTD S,NSI,,India
SHARDACROP.NS,Sharda Cropchem Limited,NSI,Agricultural Chemicals,India
CREST-EQ.NS,CREST VENTURES INR10,NSI,,India
SATIN-BT.NS,SATIN CREDIT CARE INR10,NSI,,India
SATIN.NS,Satin Creditcare Network Limited,NSI,Credit Services,India
PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited,NSI,Chemicals - Major Diversified,India
SATIN-IL.NS,SATIN CREDIT CARE INR10,NSI,,India
CREST.NS,Crest Ventures Limited,NSI,Asset Management,India
BAYERCROP.NS,Bayer CropScience Limited,NSI,Agricultural Chemicals,India
CRMFGETF.NS,Canara Robeco Gold ETF,NSI,,India
CTE-BE.NS,CAMBRIDGE TECH ENT INR10,NSI,,India
CTE-EQ.NS,CAMBRIDGE TECHNOLOGY ENTERPRISE,NSI,,India
CTE.NS,Cambridge Technology Enterprises Limited,NSI,Information Technology Services,India
JSWSTEEL-P1.NS,JSW STEEL LTD INR10 10% CUM RED,NSI,,India
CUMMINSIND-EQ.NS,CUMMINS INDIA INR2,NSI,,India
CURATECH.NS,CURA Technologies Limited,NSI,Business Services,India
CUBEXTUB.NS,Cubex Tubings Limited,NSI,Copper,India
CUBEXTUB-BE.NS,CUBEXTUBINGS-ROLLSETT,NSI,,India
CUBEXTUB-EQ.NS,CUBEX TUBINGS INR10,NSI,,India
CURATECH-EQ.NS,CURA TECHNOLOGIES INR10,NSI,,India
CUMMINSIND.NS,Cummins India Limited,NSI,Diversified Machinery,India
CYBERTECH.NS,CyberTech Systems and Software Limited,NSI,Information Technology Services,India
CYBERMEDIA.NS,Cyber Media (India) Limited,NSI,Publishing - Newspapers,India
CYIENT-EQ.NS,CYIENT LIMITED INR5,NSI,,India
EKC-EQ.NS,EVEREST KANTO CYLINDER LIMITED,NSI,,India
CYBERMEDIA-EQ.NS,CYBER MEDIA (INDIA INR10,NSI,,India
CYIENT.NS,Cyient Limited,NSI,Information Technology Services,India
COFFEEDAY.NS,Coffee Day Enterprises Limited,NSI,Restaurants,India
COFFEEDAY-EQ.NS,COFFEE DAY ENTERPR INR10,NSI,,India
HATHWAY.NS,Hathway Cable & Datacom Limited,NSI,CATV Systems,India
HATHWAY-IL.NS,HATHWAY CABLE & DA INR2,NSI,,India
DATAMATICS-EQ.NS,DATAMATICS GLOBAL INR5,NSI,,India
UMANGDAIRY-EQ.NS,UMANG DAIRIES INR5,NSI,,India
UMANGDAIRY.NS,UMANG DAIRIES INR5,NSI,,India
DAAWAT.NS,LT Foods Limited,NSI,Food - Major Diversified,India
PRABHAT-EQ.NS,PRABHAT DAIRY LTD INR10,NSI,,India
RDAFTIIPAG-MF.NS,RELIANCE CAPITAL A RELIANCE DA,NSI,,India
DATAMATICS.NS,Datamatics Global Services Limited,NSI,Business Services,India
DBREALTY.NS,DB Realty Ltd,NSI,Real Estate Development,India
DBCORP-IL.NS,D B CORP LTD INR10,NSI,,India
DBCORP.NS,D. B. Corp Limited,NSI,Publishing - Newspapers,India
DCW.NS,DCW Limited,NSI,Chemicals - Major Diversified,India
DCBBANK-EQ.NS,DCB BANK LIMITED INR10,NSI,,India
DCM.NS,DCM Limited,NSI,Textile Industrial,India
DCBBANK.NS,DCB Bank Limited,NSI,Money Center Banks,India
DCMSHRIRAM.NS,DCM Shriram Limited,NSI,Conglomerates,India
DCMSHRIRAM-EQ.NS,DCM SHRIRARM LTD INR2,NSI,,India
DHFL.NS,Dewan Housing Finance Corporation Limited,NSI,Mortgage Investment,India
DELTACORP.NS,Delta Corp Limited,NSI,Resorts & Casinos,India
DEEPIND.NS,Deep Industries Limited,NSI,Oil & Gas Equipment & Services,India
HIL.NS,HIL Limited,NSI,General Building Materials,India
NDL.NS,Nandan Denim Limited,NSI,Textile Industrial,India
DHUNINV.NS,Dhunseri Investments Limited,NSI,Investment Brokerage - National,India
DTIL.NS,DHUNSERI TEA & IND INR10,NSI,,India
DHARSUGAR.NS,Dharani Sugars and Chemicals Limited,NSI,Farm Products,India
DTIL-EQ.NS,DHUNSERI TEA & IND INR10,NSI,,India
DPL-EQ.NS,DHUNSERI PETROCHEM INR10(DEMAT,NSI,,India
DTIL-BE.NS,Dhunseri Tea & Ind. Ltd.,NSI,,India
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,NSI,Farm Products,India
DPL.NS,Dhunseri Petrochem Limited,NSI,Investment Brokerage - National,India
DHANBANK.NS,Dhanlaxmi Bank Limited,NSI,Money Center Banks,India
DISHTV.NS,Dish TV India Limited,NSI,CATV Systems,India
DIAPOWER.NS,Diamond Power Infrastructure Limited,NSI,Diversified Machinery,India
GOENKA-BZ.NS,GOENKA DIAMOND&JEWELS LTD,NSI,,India
DIGJAM.NS,Digjam Limited,NSI,,India
UTRGESSDDP-MF.NS,UTI MUTUAL FUND RGSS DIRECT DIV,NSI,,India
GDL.NS,Gateway Distriparks Limited,NSI,Air Delivery & Freight Services,India
