Ticker,Name,Exchange,Category Name,Country
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,NSI,Lodging,India
ADANITRANS-BE.NS,Adani Transmission Ltd,NSI,,India
ONELIFECAP.NS,Onelife Capital Advisors Limited,NSI,Investment Brokerage - National,India
ADFFOODS-EQ.NS,ADF FOODS LIMITED,NSI,,India
ADSL-EQ.NS,ALLIED DIGITAL SER INR5,NSI,,India
ADHUNIK-EQ.NS,ADHUNIK METALIKS LIMITED,NSI,,India
PRESSMN.NS,Pressman Advertising Limited,NSI,Advertising Agencies,India
ADVANIHOTR-EQ.NS,ADVANI HOTELS & RE INR2.00,NSI,,India
ADLABS-EQ.NS,ADLABS ENTERTAINME INR10,NSI,,India
PFRL.NS,Aditya Birla Fashion and Retail Limited,NSI,,India
ADI-EQ.NS,ADI FINECHEM LTD INR10,NSI,,India
ADORWELD.NS,Ador Welding Limited,NSI,Diversified Machinery,India
PRESSMN-EQ.NS,PRESSMAN ADVERTISI INR2,NSI,,India
BIRLAMONEY.NS,Aditya Birla Money Limited,NSI,Investment Brokerage - National,India
ADANIPOWER.NS,Adani Power Limited,NSI,Diversified Utilities,India
SPARC.NS,Sun Pharma Advanced Research Company Limited,NSI,Drugs - Generic,India
SDAFIIIGR-MF.NS,SBI MUTUAL FUND SBI DUAL ADVANT,NSI,,India
ADLABS.NS,Adlabs Entertainment Limited,NSI,Entertainment - Diversified,India
SABTN-EQ.NS,SRI ADHIKARI BROTHERS TELEVISIO,NSI,,India
AEGISCHEM.NS,Aegis Logistics Limited,NSI,,India
AFTEK.NS,Aftek Limited,NSI,,India
AFTEK-BZ.NS,AFTEK LIMITED,NSI,,India
AFTEK-BE.NS,AFTEK-BE.NS,NSI,,India
ARIES.NS,Aries Agro Limited,NSI,Agricultural Chemicals,India
REIAGROLTD-EQ.NS,REI AGRO LTD INR1,NSI,,India
IFBAGRO.NS,IFB Agro Industries Limited,NSI,Beverages - Wineries & Distillers,India
GREENFIRE.NS,Proseed India Limited,NSI,Agricultural Chemicals,India
ATFL.NS,Agro Tech Foods Limited,NSI,Food - Major Diversified,India
AGRODUTCH.NS,Agro Dutch Industries Limited,NSI,Farm Products,India
AGCNET.NS,AGC Networks Limited,NSI,Business Software & Services,India
NATNLSTEEL-EQ.NS,NATIONAL STEEL & A INR10,NSI,,India
AGRITECH.NS,Agri-Tech (India) Ltd,NSI,Agricultural Chemicals,India
ARIES-EQ.NS,ARIES AGRO LIMITED,NSI,,India
NATNLSTEEL-BE.NS,NATIONAL STEEL & AGRO IND,NSI,,India
GREENFIRE-EQ.NS,GREEN FIRE AGRI CO INR1,NSI,,India
AGARIND-EQ.NS,AGARWAL INDUSTRIAL INR10,NSI,,India
ATFL-EQ.NS,AGRO TECH FOODS LIMITED,NSI,,India
JMA-EQ.NS,JULLUNDUR MOTOR AG INR10,NSI,,India
JAYAGROGN-EQ.NS,JAYANT AGRO ORGANICS LIMITED,NSI,,India
HATSUN-EQ.NS,HATSUN AGRO PRODUC INR1,NSI,,India
AGRITECH-BE.NS,Agri-Tech (India) Limited,NSI,,India
AGARIND.NS,Agarwal Industrial Corporation Ltd.,NSI,Specialty Chemicals,India
REIAGROLTD-BE.NS,REI AGRO LTD INR1,NSI,,India
AGRITECH-EQ.NS,AGRI-TECH (INDIA) INR10,NSI,,India
GOKULAGRO.NS,Gokul Agro Resources Limited,NSI,Food - Major Diversified,India
HATSUN.NS,Hatsun Agro Product Limited,NSI,Food - Major Diversified,India
DHANUKA.NS,Dhanuka Agritech Limited,NSI,Agricultural Chemicals,India
JVLAGRO.NS,JVL Agro Industries Limited,NSI,Food - Major Diversified,India
AGRODUTCH-BE.NS,AGRO DUTCH INDUSTRIES LTD,NSI,,India
REIAGROLTD.NS,REI Agro Limited,NSI,Food - Major Diversified,India
NATNLSTEEL.NS,National Steel and Agro Industries Limited,NSI,Steel & Iron,India
AHLWEST.NS,Asian Hotels (West) Limited,NSI,Lodging,India
AHMEDFORG.NS,Metalyst Forgings Limited,NSI,,India
AHIMSA-SO.NS,AHIMSA INDUSTRIES INR10,NSI,,India
AHIMSA-SQ.NS,AHIMSA INDUSTRIES INR10,NSI,,India
AHIMSA-SM.NS,AHIMSA INDUSTRIES INR10,NSI,,India
AHIMSA-SL.NS,AHIMSA INDUSTRIES INR10,NSI,,India
AHIMSA-SP.NS,AHIMSA INDUSTRIES INR10,NSI,,India
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,NSI,General Contractors,India
AHLEAST.NS,Asian Hotels (East) Limited,NSI,Lodging,India
AHIMSA-SI.NS,AHIMSA INDUSTRIES INR10,NSI,,India
AHIMSA-ST.NS,AHIMSA INDUSTRIES INR10,NSI,,India
AICHAMP.NS,AI Champdany Industries Limited,NSI,Textile Industrial,India
AIAENG.NS,AIA Engineering Limited,NSI,Diversified Machinery,India
AICHAMP-EQ.NS,AI CHAMPDANY INDUS INR5,NSI,,India
JETAIRWAYS.NS,Jet Airways (India) Limited,NSI,Major Airlines,India
AIFL.NS,Ashapura Intimates Fashion Limited,NSI,Textile - Apparel Clothing,India
KFA-BZ.NS,KINGFISHER AIRLINES LTD,NSI,,India
AIFL-EQ.NS,ASHAPURA INTIMATES INR10,NSI,,India
AIL.NS,GE Power India Limited,NSI,,India
AJMERA.NS,Ajmera Realty & Infra India Limited,NSI,Property Management,India
AJANTPHARM.NS,Ajanta Pharma Limited,NSI,Drug Manufacturers - Major,India
AKZOINDIA.NS,Akzo Nobel India Limited,NSI,Specialty Chemicals,India
AKZOINDIA-EQ.NS,AKZO NOBEL INDIA LIMITED,NSI,,India
AKSHOPTFBR.NS,Aksh Optifibre Limited,NSI,Communication Equipment,India
ALLSEC.NS,Allsec Technologies Limited,NSI,Business Services,India
ALOKTEXT.NS,Alok Industries Limited,NSI,Textile Industrial,India
ALKEM.NS,Alkem Laboratories Limited,NSI,Drugs - Generic,India
METKORE.NS,Metkore Alloys & Industries Limited,NSI,Industrial Metals & Minerals,India
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,NSI,Chemicals - Major Diversified,India
MANAKALUCO-EQ.NS,MANAKSIA ALUMINIUM INR1,NSI,,India
MANAKALUCO-BE.NS,Manak Aluminium Co. Ltd.,NSI,,India
SHAHALLOYS-EQ.NS,SHAH ALLOYS INR10,NSI,,India
IMFA.NS,Indian Metals and Ferro Alloys Limited,NSI,Steel & Iron,India
SALSTEEL.NS,S.A.L. Steel Limited,NSI,Steel & Iron,India
ALICON.NS,Alicon Castalloy Limited,NSI,Metal Fabrication,India
ALPA-EQ.NS,ALPA LABORATORIES INR10,NSI,,India
ALLSEC-EQ.NS,ALLSEC TECHNOLOGIE INR10,NSI,,India
IMFA-EQ.NS,INDIAN METALS & FERRO ALLOYS LI,NSI,,India
ALBK.NS,Allahabad Bank,NSI,Money Center Banks,India
APLLTD.NS,Alembic Pharmaceuticals Limited,NSI,Drugs - Generic,India
ALOKTEXT-EQ.NS,ALOK INDUSTRIES LIMITED,NSI,,India
SHAHALLOYS.NS,Shah Alloys Limited,NSI,Steel & Iron,India
CHEMFALKAL-EQ.NS,CHEMFAB ALKALIS LIMITED,NSI,,India
GAL-EQ.NS,GYSCOAL ALLOYS LIMITED,NSI,,India
ALKALI.NS,Alkali Metals Limited,NSI,Specialty Chemicals,India
ALANKIT.NS,Alankit Limited,NSI,Business Services,India
CHEMFALKAL.NS,Chemfab Alkalis Limited,NSI,Specialty Chemicals,India
ALEMBICLTD.NS,Alembic Limited,NSI,Drugs - Generic,India
NATIONALUM.NS,National Aluminium Company Limited,NSI,Aluminum,India
ALLCARGO.NS,Allcargo Logistics Limited,NSI,Air Delivery & Freight Services,India
MAITHANALL.NS,Maithan Alloys Limited,NSI,Steel & Iron,India
GAL.NS,Gyscoal Alloys Limited,NSI,Steel & Iron,India
ALMONDZ-EQ.NS,ALMONDZ GLOBAL SEC INR6,NSI,,India
ALPA.NS,Alpa Laboratories Limited,NSI,Drugs - Generic,India
ALKEM-EQ.NS,ALKEM LAB LTD INR2,NSI,,India
ESSDEE.NS,Ess Dee Aluminium Limited,NSI,Packaging & Containers,India
MANAKALUCO.NS,MANAKSIA ALUMINIUM INR1,NSI,,India
ALPHAGEO-EQ.NS,ALPHAGEO (INDIA) LIMITED,NSI,,India
ALPSINDUS-EQ.NS,ALPS INDUSTRIES LIMITED,NSI,,India
MAANALU.NS,Maan Aluminium Limited,NSI,Aluminum,India
ALCHEM.NS,Alchemist Limited,NSI,Conglomerates,India
PARAL-BZ.NS,PAREKH ALUM. LTD,NSI,,India
ALKALI-EQ.NS,ALKALI METALS LIMITED,NSI,,India
ALPA-BE.NS,ALPA LABORATORIES INR10,NSI,,India
SHAHALLOYS-BE.NS,SHAH ALLOYS INR10,NSI,,India
ALPSINDUS.NS,Alps Industries Limited,NSI,Textile Industrial,India
ALANKIT-EQ.NS,ALANKIT LIMITED INR1,NSI,,India
ALPINEHOU-BE.NS,ALPINEHOU-BE.NS,NSI,,India
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,NSI,Specialty Chemicals,India
METKORE-EQ.NS,METKORE ALLOYS & INDUSTRIES LIM,NSI,,India
ALPHAGEO.NS,Alphageo (India) Limited,NSI,Oil & Gas Equipment & Services,India
ALSTOMT&D.NS,GE T&D India Limited,NSI,,India
GAEL.NS,Gujarat Ambuja Exports Limited,NSI,Food - Major Diversified,India
BANARISUG.NS,Bannari Amman Sugars Limited,NSI,Confectioners,India
AMTEKAUTO.NS,Amtek Auto Limited,NSI,Auto Parts,India
AMBIKCO.NS,Ambika Cotton Mills Limited,NSI,Textile Industrial,India
ASIL-EQ.NS,AMIT SPINNING IND INR5.00,NSI,,India
ASIL-BE.NS,ASIL-BE.NS,NSI,,India
BASML-EQ.NS,BANNARI AMMAN SPIN INR10,NSI,,India
AMRUTANJAN-EQ.NS,AMRUTANJAN HEALTH CARE LIMITED,NSI,,India
AMTEKINDIA-BE.NS,AMTEK INDIA LIMITED,NSI,,India
BASML.NS,Bannari Amman Spinning Mills Limited,NSI,Textile Industrial,India
ASIL.NS,Amit Spinning Industries Limited,NSI,Textile Industrial,India
AMBUJACEM.NS,Ambuja Cements Limited,NSI,General Building Materials,India
AMTEKINDI.NS,Castex Technologies Limited,NSI,,India
AMDIND.NS,AMD Industries Limited,NSI,Packaging & Containers,India
AMARAJABAT-EQ.NS,AMARA RAJA BATTERI INR1,NSI,,India
AMRUTANJAN.NS,Amrutanjan Health Care Limited,NSI,Drugs - Generic,India
GAEL-EQ.NS,GUJARAT AMBUJA EXPORTS LIMITED,NSI,,India
BALAMINES.NS,Balaji Amines Limited,NSI,Specialty Chemicals,India
AMARAJABAT.NS,Amara Raja Batteries Limited,NSI,Diversified Machinery,India
AMTL-EQ.NS,ADVANCE METERING T INR5,NSI,,India
AMRUTANJAN-BE.NS,AMRUTANJAN HEALTH INR2,NSI,,India
AMLSTEEL-BE.NS,AMLSTEEL-BE.NS,NSI,,India
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,NSI,Oil & Gas Refining & Marketing,India
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,NSI,,India
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,NSI,Drugs - Generic,India
ANSALAPI.NS,Ansal Properties & Infrastructure Limited,NSI,Real Estate Development,India
ANIKINDS.NS,Anik Industries Limited,NSI,Food Wholesale,India
ANANTRAJ.NS,Anant Raj Limited,NSI,Property Management,India
ANANDAMRUB.NS,The Anandam Rubber Company Limited,NSI,Farm Products,India
DALMIASUG-EQ.NS,DALMIA BHARAT SUGAR AND INDUSTR,NSI,,India
CYBERTECH-EQ.NS,CYBERTECH SYSTEMS AND SOFTWARE,NSI,,India
LAKSHMIEFL-EQ.NS,LAKSHMI ENERGY & F INR2,NSI,,India
EUROTEXIND-EQ.NS,EUROTEX INDUSTRIES INR10,NSI,,India
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,NSI,Confectioners,India
GOKUL-EQ.NS,GOKUL REFOILS AND SOLVENT LIMIT,NSI,,India
ANDHRABANK.NS,Andhra Bank,NSI,Money Center Banks,India
HELIOSMATH-EQ.NS,HELIOS AND MATHESON INFORMATION,NSI,,India
ANDHRACEMT.NS,Andhra Cements Limited,NSI,General Building Materials,India
HCIL-EQ.NS,HIMADRI CHEMICALS AND INDUSTRIE,NSI,,India
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,NSI,Paper & Paper Products,India
ANSALAPI-EQ.NS,ANSAL PROPERTIES & INFRASTRUCTU,NSI,,India
RCF.NS,Rashtriya Chemicals And Fertilizers Limited,NSI,Agricultural Chemicals,India
TAINWALCHM.NS,Tainwala Chemicals and Plastics (India) Limited,NSI,Rubber & Plastics,India
EUROTEXIND.NS,Eurotex Industries and Exports Limited,NSI,Textile Industrial,India
ANANDAMRUB-EQ.NS,THE ANANDAM RUBBER INR10,NSI,,India
SHK-EQ.NS,S H KELKAR AND COM INR10,NSI,,India
MADHAV.NS,Madhav Marbles and Granites Limited,NSI,General Building Materials,India
ANTGRAPHIC.NS,Antarctica Limited,NSI,Packaging & Containers,India
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,NSI,Textile Industrial,India
HELIOSMATH.NS,helios and matheson information technology limited,NSI,,India
ASAL-EQ.NS,AUTOMOTIVE STAMPINGS AND ASSEMB,NSI,,India
IOLCP-EQ.NS,IOL CHEMICALS AND PHARMACEUTICA,NSI,,India
HDIL-EQ.NS,HOUSING DEVELOPMENT AND INFRAST,NSI,,India
HITACHIHOM-EQ.NS,HITACHI HOME AND LIFE SOLUTIONS,NSI,,India
ANDHRSUGAR-EQ.NS,THE ANDHRA SUGARS LIMITED,NSI,,India
ANKITMETAL.NS,Ankit Metal & Power Limited,NSI,Steel & Iron,India
DEEPAKFERT-EQ.NS,DEEPAK FERTILIZERS AND PETROCHE,NSI,,India
BALMLAWRIE.NS,Balmer Lawrie & Co. Limited,NSI,Conglomerates,India
CHOLAFIN-EQ.NS,CHOLAMANDALAM INVESTMENT AND FI,NSI,,India
ANIKINDS-BE.NS,ANIK INDUSTRIES INR10,NSI,,India
MANGALAM-EQ.NS,MANGALAM DRUGS & O INR10,NSI,,India
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,NSI,Credit Services,India
VETO.NS,Veto Switchgears and Cables Limited,NSI,Diversified Electronics,India
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,NSI,Personal Products,India
ANTGRAPHIC-BE.NS,ANTARCTICA LIMITED,NSI,,India
TGBHOTELS-EQ.NS,TGB BANQUETS AND H INR10(DEMAT),NSI,,India
SFCL-EQ.NS,STAR FERRO AND CEM INR1,NSI,,India
KEMROCK-EQ.NS,KEMROCK INDUSTRIES INR10,NSI,,India
SDBL.NS,Som Distilleries & Breweries Limited,NSI,Beverages - Brewers,India
ANDHRACEMT-EQ.NS,ANDHRA CEMENTS INR10,NSI,,India
OISL.NS,OCL Iron & Steel Limited,NSI,Steel & Iron,India
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,NSI,Agricultural Chemicals,India
ANSALHSG.NS,Ansal Housing & Construction Limited,NSI,Property Management,India
MRPL-EQ.NS,MANGALORE REFINERY AND PETROCHE,NSI,,India
MONNETISPA.NS,Monnet Ispat and Energy Limited,NSI,Steel & Iron,India
SUTLEJTEX-EQ.NS,SUTLEJ TEXTILES AND INDUSTRIES,NSI,,India
OISL-EQ.NS,OCL IRON AND STEEL LIMITED,NSI,,India
ANTGRAPHIC-EQ.NS,ANTARCTICA LIMITED INR1,NSI,,India
FACT-EQ.NS,FERTILIZERS AND CHEMICALS TRAVA,NSI,,India
SURANAT&P.NS,Surana Telecom and Power Limited,NSI,Diversified Utilities,India
PIPAVAVDOC.NS,RELIANCE DEFENCE AND ENGINEERIN,NSI,,India
ANDHRSUGAR.NS,The Andhra Sugars Limited,NSI,Chemicals - Major Diversified,India
EMKAYTOOLS-SM.NS,EMKAY TAPS AND CUT INR10,NSI,,India
GPIL-EQ.NS,GODAWARI POWER AND ISPAT LIMITE,NSI,,India
CARERATING.NS,CARE Ratings Limited,NSI,Investment Brokerage - National,India
SFCL.NS,Star Ferro and Cement Limited,NSI,General Building Materials,India
ANGIND.NS,ANG Industries Limited,NSI,Auto Parts,India
SANGHVIFOR.NS,Sanghvi Forging & Engineering Limited,NSI,Diversified Machinery,India
BLKASHYAP.NS,B.L. Kashyap and Sons Limited,NSI,General Contractors,India
COX&KINGS.NS,Cox & Kings Limited,NSI,"Recreational Goods, Other",India
ANGIND-EQ.NS,ANG INDUSTRIES LTD INR10,NSI,,India
TGBHOTELS.NS,TGB Banquets And Hotels Limited,NSI,Lodging,India
JPOLYINVST-EQ.NS,JINDAL POLY INV & INR10,NSI,,India
TEXMOPIPES-EQ.NS,TEXMO PIPES & PROD INR10,NSI,,India
CARERATING-EQ.NS,CREDIT ANALYSIS AND RESEARCH LI,NSI,,India
WELINV.NS,Welspun Investments and Commercials Limited,NSI,Textile Industrial,India
APTECHT.NS,Aptech Limited,NSI,Education & Training Services,India
APOLSINHOT.NS,Apollo Sindoori Hotels Limited,NSI,Lodging,India
APLAPOLLO.NS,APL Apollo Tubes Limited,NSI,Steel & Iron,India
APARINDS.NS,Apar Industries Limited,NSI,Diversified Electronics,India
ELAND.NS,E-Land Apparel Limited,NSI,Textile Industrial,India
MOMAI-SM.NS,MOMAI APPARELS LTD INR10,NSI,,India
APCOTEXIND-EQ.NS,APCOTEX INDUSTRIES LIMITED,NSI,,India
APOLLOHOSP-EQ.NS,APOLLO HOSPITALS INR5,NSI,,India
APOLLOTYRE.NS,Apollo Tyres Limited,NSI,Rubber & Plastics,India
APCOTEXIND.NS,Apcotex Industries Limited,NSI,Rubber & Plastics,India
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,NSI,Hospitals,India
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,NSI,Electronic Equipment,India
APOLLOTYRE-EQ.NS,APOLLO TYRES INR1.00,NSI,,India
APOLSINHOT-BE.NS,Apollo Sindoori Hotels Li,NSI,,India
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,NSI,Farm & Construction Machinery,India
APOLSINHOT-EQ.NS,APOLLO SINDOORI HO INR10,NSI,,India
IPAPPM-EQ.NS,INTERNATIONAL PAPE INR10,NSI,,India
ELAND-EQ.NS,E-LAND APPAREL LTD INR10,NSI,,India
PANASONIC.NS,Panasonic Appliances India Company Limited,NSI,,India
APLAB-BE.NS,APLAB-BE.NS,NSI,,India
ARSHIYA.NS,Arshiya Limited,NSI,Air Delivery & Freight Services,India
ARSSINFRA.NS,ARSS Infrastructure Projects Limited,NSI,Heavy Construction,India
ARIHANT.NS,Arihant Foundations & Housing Limited,NSI,Real Estate Development,India
ARCHIES.NS,Archies Limited,NSI,"Specialty Retail, Other",India
ARCHIDPLY.NS,Archidply Industries Limited,NSI,"Lumber, Wood Production",India
THIRUSUGAR.NS,Thiru Arooran Sugars Limited,NSI,Confectioners,India
ARIHANT-EQ.NS,ARIHANT FOUNDATION INR10(DEMAT),NSI,,India
ARVINDREM-EQ.NS,ARVIND REMEDIES LIMITED,NSI,,India
INTELLECT-EQ.NS,INTELLECT DESIGN A INR5,NSI,,India
MUKTAARTS-EQ.NS,MUKTA ARTS LIMITED,NSI,,India
GILLANDERS-EQ.NS,GILLANDERS ARBUTHN INR10,NSI,,India
ARVINFRA-EQ.NS,ARVIND INFRASTRUCT INR10,NSI,,India
ARVINDREM-BZ.NS,ARVIND REMEDIES LIMITED,NSI,,India
ARVINFRA-BE.NS,ARVIND INFRASTRUCT INR10,NSI,,India
AROGRANITE.NS,Aro Granite Industries Limited,NSI,General Building Materials,India
ARROWCOAT-EQ.NS,ARROW GREENTECH LI INR10,NSI,,India
ARVINDREM.NS,Arvind Remedies Limited,NSI,,India
INTELLECT.NS,Intellect Design Arena Limited,NSI,Information Technology Services,India
ARCOTECH.NS,Arcotech Limited,NSI,Metal Fabrication,India
ARVIND.NS,Arvind Limited,NSI,Textile Industrial,India
ARCHIES-EQ.NS,ARCHIES LIMITED,NSI,,India
MUKTAARTS.NS,Mukta Arts Limited,NSI,Entertainment - Diversified,India
ARROWCOAT.NS,ARROW GREENTECH LI INR10,NSI,,India
ARVINFRA.NS,Arvind SmartSpaces Limited,NSI,,India
AROGRANITE-EQ.NS,ARO GRANITE INDUS INR10,NSI,,India
ARROWTEX-EQ.NS,ARROW TEXTILES LTD INR10,NSI,,India
ARROWTEX.NS,Arrow Textiles Limited,NSI,Textile Industrial,India
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,NSI,Textile Industrial,India
ARCOTECH-EQ.NS,ARCOTECH LTD INR10,NSI,,India
ASIANPAINT.NS,Asian Paints Limited,NSI,Specialty Chemicals,India
ASTEC.NS,Astec LifeSciences Limited,NSI,Chemicals - Major Diversified,India
ASSAMCO.NS,Assam Company India Limited,NSI,Farm Products,India
ASAL.NS,Automotive Stampings and Assemblies Limited,NSI,Auto Parts,India
EIHAHOTELS.NS,EIH Associated Hotels Limited,NSI,Lodging,India
BSLNIFTY-EQ.NS,BIRLA SUN LIFE ASS NIFTY GROWTH,NSI,,India
ASIANHOTNR.NS,Asian Hotels (North) Limited,NSI,Lodging,India
DWSHYD13GP-MF.NS,DEUTSCHE ASSET MGM DWS HYBRID F,NSI,,India
ASHAPURMIN.NS,Ashapura Minechem Limited,NSI,Industrial Metals & Minerals,India
ASTRAMICRO.NS,Astra Microwave Products Limited,NSI,Communication Equipment,India
DWSFMP66RG-MF.NS,DEUTSCHE ASSET MGM DWS FMP SR 6,NSI,,India
ASIANELEC-BZ.NS,ASIAN ELECTRONIC LTD,NSI,,India
H37131JDG2-MF.NS,HDFC ASSET MANAGEM FMP 371D JUN,NSI,,India
UTIFEFRGR2-MF.NS,UTI ASSET MANAGEME FOCUS EQTY I,NSI,,India
BSLCAP19RG-MF.NS,BIRLA SUN LIFE ASS CAPITAL PRT,NSI,,India
SMCSRVRD-MF.NS,SUNDARAM ASSET MAN MICRO CAP V,NSI,,India
BSLRGES1RD-MF.NS,BIRLA SUN LIFE ASS SERIES 1-REG,NSI,,India
ASHAPURMIN-EQ.NS,ASHAPURA MINE CHEM INR2,NSI,,India
HRGESSRG1-MF.NS,HDFC ASSET MANAGEM SR 1-FEB 201,NSI,,India
ASTRAZEN.NS,AstraZeneca Pharma India Limited,NSI,Drug Manufacturers - Major,India
H37027ARG4-MF.NS,HDFC ASSET MANAGEM FMP 370D AUG,NSI,,India
ASTRAL.NS,Astral Poly Technik Limited,NSI,Rubber & Plastics,India
JPASSOCIAT.NS,Jaiprakash Associates Limited,NSI,General Contractors,India
ASAHIINDIA-EQ.NS,ASAHI INDIA GLASS INR1,NSI,,India
HRGESSRD1-MF.NS,HDFC ASSET MANAGEM SR 1-FEB 201,NSI,,India
IDR1AGD-MF.NS,IDBI ASSET MGMT SR I PLAN A-GRO,NSI,,India
INFRABEES.NS,RELIANCE NIPPON LI RELIANCE ETF,NSI,,India
MC6RD-MF.NS,SUNDARAM ASSET MAN SELECT MICRO,NSI,,India
KOTAKNIFTY-EQ.NS,KOTAK MAHINDRA ASS KOTAK NIFTY,NSI,,India
ASAHISONG.NS,Asahi Songwon Colors Limited,NSI,Chemicals - Major Diversified,India
ASHIANA.NS,Ashiana Housing Limited,NSI,Real Estate Development,India
SMCSRVRG-MF.NS,SUNDARAM ASSET MAN MICRO CAP V,NSI,,India
SMCSRVIRG-MF.NS,SUNDARAM ASSET MAN MICRO CAP VI,NSI,,India
SHRIASTER-EQ.NS,SHRI ASTER SILICAT INR10,NSI,,India
SC3RG-MF.NS,SUNDARAM ASSET MAN SELECT SMALL,NSI,,India
ASIANHOTNR-EQ.NS,ASIAN HOTELS(NORTH INR10,NSI,,India
ASHIMASYN.NS,Ashima Limited,NSI,Textile Industrial,India
ASHIMASYN-EQ.NS,ASHIMA INR10,NSI,,India
IDR1ADP-MF.NS,IDBI ASSET MGMT SR I PLAN A-DIV,NSI,,India
ASIANTILES.NS,Asian Granito India Limited,NSI,General Building Materials,India
ASTEC-EQ.NS,ASTEC LIFESCIENCES LIMITED,NSI,,India
BSLFTPLLRG-MF.NS,BIRLA SUN LIFE ASS FIXED TERM P,NSI,,India
SHRIASTER.NS,Shri Aster Silicates Limited,NSI,Specialty Chemicals,India
ASAHISONG-BE.NS,ASAHI SONGWON COLO INR10,NSI,,India
549-MF.NS,SUNDARAM ASSET MAN TOP 100 III(,NSI,,India
ASAHIINDIA.NS,Asahi India Glass Limited,NSI,Auto Parts,India
BSLRGES1RG-MF.NS,BIRLA SUN LIFE ASS SERIES 1-REG,NSI,,India
ASHOKA.NS,Ashoka Buildcon Limited,NSI,General Contractors,India
ATUL.NS,Atul Ltd,NSI,Chemicals - Major Diversified,India
ATULAUTO-EQ.NS,ATUL AUTO LTD INR5,NSI,,India
ATNINTER-EQ.NS,ATN INTERNATIONAL INR4.00,NSI,,India
ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,NSI,"Recreational Goods, Other",India
ATNINTER.NS,ATN International Ltd.,NSI,Asset Management,India
ATULAUTO.NS,Atul Auto Limited,NSI,Auto Manufacturers - Major,India
ATLANTA.NS,Atlanta Limited,NSI,Heavy Construction,India
ATNINTER-BE.NS,ATNINTER-BE.NS,NSI,,India
BAJAJ-AUTO.NS,Bajaj Auto Limited,NSI,Auto Manufacturers - Major,India
MUNJALAU.NS,Munjal Auto Industries Limited,NSI,Auto Parts,India
AUTOLITIND.NS,Autolite (India) Limited,NSI,Auto Parts,India
CLUTCHAUTO-EQ.NS,CLUTCH AUTO INR10,NSI,,India
AUSOMENT-BE.NS,AUSOM ENTERPRISE INR10,NSI,,India
PPAP.NS,PPAP Automotive Limited,NSI,Auto Parts,India
LUMAXTECH.NS,Lumax Auto Technologies Limited,NSI,Auto Parts,India
AURIONPRO-EQ.NS,AURIONPRO SOLUTIONS LIMITED,NSI,,India
INDIGO.NS,InterGlobe Aviation Limited,NSI,Major Airlines,India
AVTNPL.NS,AVT Natural Products Limited,NSI,Specialty Chemicals,India
AVANTIFEED-EQ.NS,AVANTI FEEDS INR2,NSI,,India
AVANTIFEED.NS,AVANTI FEEDS INR2,NSI,,India
AVTNPL-EQ.NS,AVT NATURAL PRODUCTS LIMITED,NSI,,India
INDIGO-EQ.NS,INTERGLOBE AVIATIO INR10,NSI,,India
AXISBANK.NS,Axis Bank Limited,NSI,Money Center Banks,India
AXISBANK-IL.NS,AXIS BANK INR2,NSI,,India
AXISCADES.NS,AXISCADES Engineering Technologies Limited,NSI,General Contractors,India
AXISCADES-EQ.NS,AXISCADES ENGINEER INR10,NSI,,India
AXISGOLD.NS,Axis Gold ETF,NSI,,India
AUTOAXLES.NS,Automotive Axles Limited,NSI,Auto Parts,India
AYMSYNTEX.NS,AYM Syntex Limited,NSI,Textile Industrial,India
ICICIBANK.NS,ICICI Bank Limited,NSI,Money Center Banks,India
CANBK.NS,Canara Bank,NSI,Money Center Banks,India
BALLARPUR.NS,Ballarpur Industries Limited,NSI,Paper & Paper Products,India
INDIANB.NS,Indian Bank,NSI,Money Center Banks,India
IDFCBANK.NS,IDFC Bank Limited,NSI,Money Center Banks,India
HDFCBANK.NS,HDFC Bank Limited,NSI,Money Center Banks,India
INDUSINDBK-EQ.NS,INDUSIND BANK INR10,NSI,,India
BASF.NS,BASF India Limited,NSI,Chemicals - Major Diversified,India
BAJAJCORP.NS,Bajaj Corp Limited,NSI,Personal Products,India
BAGFILMS.NS,B.A.G. Films and Media Limited,NSI,Entertainment - Diversified,India
BAFNAPHARM.NS,Bafna Pharmaceuticals Limited,NSI,Drug Manufacturers - Major,India
BAJAJFINS.NS,BAJAJ FINSERV LIMITED,NSI,,India
