index,date,open,high,low,close,volume,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4918,2021-04-06 09:00:00,32.245,32.2981,31.6871,31.8892,93864.68873061,32.31705000000001,32.347366666666666,32.220074999999994,32.11534,31.986616666666663,31.883385714285712,31.871675000000003,31.892611111111112,31.86071,31.824636363636362,31.775125,31.71573846153846,31.67178571428571,31.606053333333332,31.530524999999997,31.445376470588236
4919,2021-04-06 10:00:00,31.892,32.0503,31.7568,31.9221,47400.22550171,32.06850000000001,32.17536666666666,32.233525,32.15446,32.078116666666666,31.9731,31.8844625,31.873933333333337,31.89255,31.863554545454544,31.830249999999996,31.784115384615383,31.72832857142857,31.686466666666664,31.623925,31.55178823529412
4920,2021-04-06 11:00:00,31.919,32.1022,31.6841,31.7303,36255.37568369,31.905500000000007,32.01866666666666,32.111275,32.17062,32.11521666666666,32.05538571428571,31.966337499999998,31.8883,31.87844,31.89495454545455,31.868175000000004,31.837076923076925,31.79375,31.74104,31.701,31.641282352941175
4921,2021-04-06 12:00:00,31.7068,31.9409,31.7068,31.8408,25549.05620266,31.812900000000006,31.839266666666663,31.9407,32.03038,32.09331666666667,32.05687142857143,32.0118125,31.9375,31.870150000000002,31.86283636363636,31.879275000000003,31.85576153846154,31.827771428571427,31.787953333333334,31.7389,31.701341176470585
4922,2021-04-06 13:00:00,31.837,32.2,31.7976,31.9591,42801.4292013,31.77190000000001,31.820933333333333,31.8387,31.919959999999996,31.99815,32.0567,32.0293875,31.992388888888886,31.92745,31.867136363636362,31.86068333333333,31.87602307692308,31.85442142857143,31.828386666666667,31.79101875,31.744670588235294
4923,2021-04-06 14:00:00,31.9618,31.9618,31.5567,31.7888,87305.84815074,31.899400000000007,31.835199999999997,31.85615,31.863319999999998,31.926933333333334,31.992957142857144,32.0448375,32.021877777777775,31.989329999999995,31.930572727272725,31.875024999999997,31.868461538461535,31.88215,31.86158,31.836724999999998,31.801064705882354
4924,2021-04-06 15:00:00,31.7905,31.8501,31.3103,31.4933,109329.06493614,31.87615000000001,31.8631,31.824025,31.843020000000003,31.851183333333335,31.907442857142858,31.96765,32.016577777777776,31.998739999999998,31.971254545454542,31.918899999999997,31.868523076923076,31.862892857142857,31.87604,31.8571375,31.83400588235294
4925,2021-04-06 16:00:00,31.4932,32.1469,31.31,31.6992,215969.66018784,31.64185000000001,31.748499999999996,31.770625000000003,31.75786,31.784716666666668,31.80004285714286,31.8556625,31.914933333333334,31.96424,31.952781818181816,31.931416666666664,31.886153846153846,31.841714285714286,31.838246666666667,31.8521125,31.835729411764706
4926,2021-04-06 17:00:00,31.7071,32.4729,31.668,32.3861,122900.02070873,31.600150000000006,31.6636,31.73815,31.757920000000002,31.749400000000005,31.77362857142857,31.788425,31.839155555555553,31.894150000000003,31.94086363636364,31.932308333333335,31.91416153846154,31.873364285714285,31.83274,31.83005,31.84358235294118
4927,2021-04-06 18:00:00,32.3862,32.7272,31.9,31.9143,199991.96160669,32.04665000000001,31.862166666666667,31.844250000000002,31.867759999999997,31.86263333333333,31.840371428571434,31.8502,31.854844444444446,31.89386,31.938881818181816,31.977975,31.967223076923077,31.947878571428568,31.907553333333333,31.86733125,31.862764705882356
4928,2021-04-06 19:00:00,31.9055,32.352,31.875,32.1919,91449.39937348,32.14585000000001,31.999599999999997,31.873,31.8565,31.87405,31.86875714285714,31.848512500000002,31.856344444444442,31.859910000000003,31.894918181818184,31.9361,31.9724,31.962814285714284,31.94505333333333,31.907425,31.869576470588232
4929,2021-04-06 20:00:00,32.1921,34.6688,32.1544,33.6642,1219229.8652194,32.04880000000001,32.16126666666667,32.047725,31.93682,31.912433333333336,31.919485714285713,31.909174999999998,31.88668888888889,31.88992,31.890109090909093,31.919683333333335,31.955792307692306,31.988092857142856,31.978099999999998,31.960493749999998,31.924170588235295
4930,2021-04-06 21:00:00,33.6639,34.1364,33.4627,33.4951,203817.62742733,32.928000000000004,32.58716666666667,32.536925,32.370960000000004,32.224666666666664,32.162642857142856,32.1375375,32.104144444444444,32.064409999999995,32.05119090909091,32.037925,32.05385384615385,32.0778,32.09981333333334,32.083462499999996,32.06069411764706
4931,2021-04-06 22:00:00,33.4865,33.4865,31.52,32.7507,778320.72996268,33.57520000000001,33.11416666666667,32.812,32.726839999999996,32.55688333333334,32.40492857142858,32.328125,32.28742222222222,32.24238,32.193690909090904,32.1708,32.14935384615384,32.15618571428571,32.17171333333333,32.18648125,32.16599411764706
4932,2021-04-06 23:00:00,32.7425,32.8732,32.3103,32.8166,189979.75192779,33.11450000000001,33.29763333333333,33.021249999999995,32.7981,32.72944999999999,32.5834,32.447125,32.37416666666667,32.33293,32.287845454545455,32.239425,32.214776923076926,32.19172142857143,32.19527333333333,32.2073875,32.21918823529412
